PID,Face_Condition,Block,Trial,Face_image,Target_item,Target_type,Target_colour,Congruency,Attempt,Response,Correct,RT,Rating_score
2816673,Photo,6,70,Face_33,item_18_2,Garden,green,Congruent,1,h,1,921,8
2816681,Photo,6,44,Face_17,item_18_2,Garden,green,Congruent,1,h,1,770.4099999,4
2816687,Schematic,6,54,Face_37,item_18_2,Garden,green,Congruent,1,h,1,2398,1
2816698,Photo,6,65,Face_17,item_18_2,Garden,green,Congruent,1,h,1,593.135,3
2816709,Schematic,6,43,Face_37,item_18_2,Garden,green,Incongruent,1,h,1,639,7
2816801,Schematic,6,15,Face_37,item_18_2,Garden,green,Incongruent,1,h,1,654.69,5
2816804,Schematic,6,30,Face_37,item_18_2,Garden,green,Congruent,1,h,1,667,2
2816805,Schematic,6,13,Face_37,item_18_2,Garden,green,Incongruent,1,h,1,770.145,3
2816822,Photo,6,49,Face_17,item_18_2,Garden,green,Congruent,1,h,1,623.17,
2816866,Photo,6,16,Face_33,item_18_2,Garden,green,Congruent,1,h,1,1507.775,6
2817018,Schematic,6,18,Face_37,item_18_2,Garden,green,Incongruent,1,space,0,523,5
2816545,Photo,6,60,Face_20,item_18_3,Garden,red,Congruent,1,h,1,536.525,4
2816555,Photo,6,49,Face_20,item_18_3,Garden,red,Congruent,1,h,1,728.755,6
2816562,Schematic,6,26,Face_37,item_18_3,Garden,red,Incongruent,1,h,1,575.69,6
2816564,Schematic,6,47,Face_37,item_18_3,Garden,red,Congruent,1,h,1,657,6
2816567,Schematic,6,3,Face_37,item_18_3,Garden,red,Incongruent,1,h,1,547.5900001,4
2816569,Photo,6,50,Face_36,item_18_3,Garden,red,Congruent,1,h,1,926.64,4
2816570,Schematic,6,12,Face_37,item_18_3,Garden,red,Incongruent,1,h,1,998.09,6
2816571,Schematic,6,5,Face_37,item_18_3,Garden,red,Incongruent,1,h,1,604.825,4
2816572,Photo,6,70,Face_15,item_18_3,Garden,red,Congruent,1,h,1,584,7
2816573,Photo,6,8,Face_36,item_18_3,Garden,red,Congruent,1,h,1,555.805,2
2816575,Schematic,6,44,Face_37,item_18_3,Garden,red,Congruent,1,h,1,631.375,7
2816580,Photo,6,1,Face_36,item_18_3,Garden,red,Congruent,1,h,1,592.0000001,3
2816587,Photo,6,24,Face_15,item_18_3,Garden,red,Congruent,1,h,1,613.89,6
2816604,Schematic,6,5,Face_37,item_18_3,Garden,red,Incongruent,1,h,1,720,4
2816610,Photo,6,26,Face_15,item_18_3,Garden,red,Congruent,1,h,1,668.105,7
2816616,Schematic,6,65,Face_37,item_18_3,Garden,red,Incongruent,1,h,1,550.05,7
2816619,Schematic,6,8,Face_37,item_18_3,Garden,red,Incongruent,1,h,1,879.455,4
2816622,Schematic,6,19,Face_37,item_18_3,Garden,red,Congruent,1,h,1,871.045,6
2816629,Schematic,6,49,Face_37,item_18_3,Garden,red,Incongruent,1,h,1,615.125,5
2816631,Schematic,6,18,Face_37,item_18_3,Garden,red,Congruent,1,space,0,696.255,5
2816633,Schematic,6,39,Face_37,item_18_3,Garden,red,Incongruent,1,h,1,781,9
2816635,Photo,6,10,Face_15,item_18_3,Garden,red,Congruent,1,h,1,808.9600001,7
2816636,Photo,6,72,Face_15,item_18_3,Garden,red,Congruent,1,h,1,600.21,7
2816641,Photo,6,19,Face_20,item_18_3,Garden,red,Congruent,1,h,1,866,6
2816644,Schematic,6,22,Face_37,item_18_3,Garden,red,Congruent,1,h,1,620.005,7
2816647,Photo,6,36,Face_36,item_18_3,Garden,red,Congruent,1,h,1,1003.84,6
2816648,Schematic,6,26,Face_37,item_18_3,Garden,red,Incongruent,1,h,1,1448.115,6
2816649,Photo,6,38,Face_20,item_18_3,Garden,red,Congruent,1,h,1,639.385,3
2816656,Photo,6,7,Face_15,item_18_3,Garden,red,Congruent,1,h,1,1727,9
2816660,Photo,6,17,Face_36,item_18_3,Garden,red,Congruent,1,h,1,436.215,4
2816661,Schematic,6,56,Face_37,item_18_3,Garden,red,Incongruent,1,h,1,828,7
2816665,Schematic,6,28,Face_37,item_18_3,Garden,red,Incongruent,1,h,1,685.33,4
2816673,Photo,6,35,Face_20,item_18_3,Garden,red,Congruent,1,h,1,815,6
2816681,Photo,6,46,Face_36,item_18_3,Garden,red,Congruent,1,h,1,616.3999997,4
2816687,Schematic,6,19,Face_37,item_18_3,Garden,red,Congruent,1,h,1,829,7
2816698,Photo,6,32,Face_36,item_18_3,Garden,red,Congruent,1,h,1,758.94,4
2816709,Schematic,6,1,Face_37,item_18_3,Garden,red,Incongruent,1,h,1,536,2
2816801,Schematic,6,42,Face_37,item_18_3,Garden,red,Incongruent,1,h,1,574.69,6
2816804,Schematic,6,11,Face_37,item_18_3,Garden,red,Incongruent,1,h,1,1028,2
2816805,Schematic,6,64,Face_37,item_18_3,Garden,red,Incongruent,1,h,1,869.55,7
2816822,Photo,6,6,Face_36,item_18_3,Garden,red,Congruent,1,h,1,540.745,3
2816866,Photo,6,38,Face_20,item_18_3,Garden,red,Congruent,1,h,1,1849.4,5
2817018,Schematic,6,2,Face_37,item_18_3,Garden,red,Incongruent,1,h,1,720,1
2816557,Photo,6,21,Face_13,item_18_4,Garden,yellow,Congruent,1,h,1,656.86,4
2816574,Photo,6,28,Face_13,item_18_4,Garden,yellow,Congruent,1,h,1,608.195,6
2816632,Photo,6,44,Face_13,item_18_4,Garden,yellow,Congruent,1,h,1,695.56,8
2816640,Photo,6,65,Face_13,item_18_4,Garden,yellow,Congruent,1,h,1,601.525,6
2816659,Photo,6,52,Face_13,item_18_4,Garden,yellow,Congruent,1,h,1,791.9699999,4
2816701,Photo,6,19,Face_13,item_18_4,Garden,yellow,Congruent,1,h,1,966.01,4
2816799,Photo,6,70,Face_13,item_18_4,Garden,yellow,Congruent,1,h,1,1374.78,6
2816557,Photo,6,1,Face_14,item_19_1,Kitchen,blue,Incongruent,1,space,1,1093.88,6
2816574,Photo,6,22,Face_14,item_19_1,Kitchen,blue,Incongruent,1,space,1,971.83,4
2816609,Photo,6,1,Face_14,item_19_1,Kitchen,blue,Incongruent,1,space,1,1507.66,4
2816632,Photo,6,32,Face_14,item_19_1,Kitchen,blue,Incongruent,1,space,1,995.885,6
2816640,Photo,6,9,Face_14,item_19_1,Kitchen,blue,Incongruent,1,space,1,796.655,5
2816659,Photo,6,22,Face_14,item_19_1,Kitchen,blue,Incongruent,1,space,1,1400.94,7
2816701,Photo,6,52,Face_14,item_19_1,Kitchen,blue,Incongruent,1,space,1,1165.14,3
2816799,Photo,6,14,Face_14,item_19_1,Kitchen,blue,Incongruent,1,h,0,727.4100001,4
2816557,Photo,6,20,Face_18,item_19_2,Kitchen,green,Incongruent,1,space,1,1035.87,3
2816574,Photo,6,12,Face_18,item_19_2,Kitchen,green,Incongruent,1,space,1,1051.065,5
2816632,Photo,6,6,Face_18,item_19_2,Kitchen,green,Incongruent,1,space,1,1338.925,5
2816640,Photo,6,23,Face_18,item_19_2,Kitchen,green,Incongruent,1,h,0,920.48,4
2816659,Photo,6,66,Face_18,item_19_2,Kitchen,green,Incongruent,1,space,1,809.295,3
2816701,Photo,6,6,Face_18,item_19_2,Kitchen,green,Incongruent,1,space,1,1288.1,3
2816799,Photo,6,68,Face_18,item_19_2,Kitchen,green,Incongruent,1,space,1,798.905,7
2816545,Photo,6,68,Face_27,item_19_3,Kitchen,red,Congruent,1,h,0,582.345,8
2816555,Photo,6,32,Face_27,item_19_3,Kitchen,red,Congruent,1,space,1,1372.525,6
2816558,Schematic,6,13,Face_37,item_19_3,Kitchen,red,Congruent,1,space,1,924.585,2
2816562,Schematic,6,53,Face_37,item_19_3,Kitchen,red,Congruent,1,h,0,704.13,7
2816564,Schematic,6,12,Face_37,item_19_3,Kitchen,red,Incongruent,1,space,1,813,6
2816567,Schematic,6,24,Face_37,item_19_3,Kitchen,red,Incongruent,1,space,1,880.6649999,3
2816569,Photo,6,55,Face_14,item_19_3,Kitchen,red,Incongruent,1,space,1,1260.3,2
2816570,Schematic,6,35,Face_37,item_19_3,Kitchen,red,Incongruent,1,space,1,1383.735,8
2816571,Schematic,6,19,Face_37,item_19_3,Kitchen,red,Incongruent,1,space,1,815.01,5
2816572,Photo,6,59,Face_2,item_19_3,Kitchen,red,Congruent,1,space,1,997,
2816573,Photo,6,57,Face_14,item_19_3,Kitchen,red,Incongruent,1,space,1,1018.3,5
2816575,Schematic,6,13,Face_37,item_19_3,Kitchen,red,Incongruent,1,space,1,758.03,6
2816580,Photo,6,71,Face_14,item_19_3,Kitchen,red,Incongruent,1,h,0,648.68,5
2816587,Photo,6,70,Face_2,item_19_3,Kitchen,red,Congruent,1,space,1,678.4399999,6
2816604,Schematic,6,64,Face_37,item_19_3,Kitchen,red,Incongruent,1,space,1,830,5
2816610,Photo,6,34,Face_2,item_19_3,Kitchen,red,Congruent,1,h,0,730.17,6
2816616,Schematic,6,53,Face_37,item_19_3,Kitchen,red,Incongruent,1,h,0,646.685,2
2816619,Schematic,6,33,Face_37,item_19_3,Kitchen,red,Congruent,1,space,1,854.345,4
2816622,Schematic,6,40,Face_37,item_19_3,Kitchen,red,Incongruent,1,space,1,1092.765,6
2816629,Schematic,6,70,Face_37,item_19_3,Kitchen,red,Congruent,1,space,1,885.18,6
2816631,Schematic,6,45,Face_37,item_19_3,Kitchen,red,Incongruent,1,space,1,677.605,4
2816635,Photo,6,12,Face_2,item_19_3,Kitchen,red,Congruent,1,h,0,747.58,4
2816636,Photo,6,61,Face_2,item_19_3,Kitchen,red,Congruent,1,space,1,959.815,6
2816641,Photo,6,30,Face_27,item_19_3,Kitchen,red,Congruent,1,space,1,745,7
2816644,Schematic,6,8,Face_37,item_19_3,Kitchen,red,Incongruent,1,space,1,615.5,2
2816648,Schematic,6,36,Face_37,item_19_3,Kitchen,red,Congruent,1,h,0,729.115,5
2816649,Photo,6,40,Face_27,item_19_3,Kitchen,red,Congruent,1,space,1,876.845,5
2816656,Photo,6,2,Face_2,item_19_3,Kitchen,red,Congruent,1,h,0,1141,9
2816660,Photo,6,36,Face_14,item_19_3,Kitchen,red,Incongruent,1,space,1,631.525,5
2816661,Schematic,6,3,Face_37,item_19_3,Kitchen,red,Incongruent,1,space,1,2316,1
2816665,Schematic,6,24,Face_37,item_19_3,Kitchen,red,Congruent,1,space,1,1282.57,4
2816673,Photo,6,28,Face_27,item_19_3,Kitchen,red,Congruent,1,h,0,948,3
2816681,Photo,6,18,Face_14,item_19_3,Kitchen,red,Incongruent,1,space,1,829.465,3
2816687,Schematic,6,46,Face_37,item_19_3,Kitchen,red,Incongruent,1,space,1,567,6
2816698,Photo,6,20,Face_14,item_19_3,Kitchen,red,Incongruent,1,h,0,639.085,1
2816709,Schematic,6,20,Face_37,item_19_3,Kitchen,red,Congruent,1,h,0,523,2
2816801,Schematic,6,11,Face_37,item_19_3,Kitchen,red,Congruent,1,h,0,522.88,6
2816804,Schematic,6,52,Face_37,item_19_3,Kitchen,red,Incongruent,1,space,1,807,2
2816805,Schematic,6,65,Face_37,item_19_3,Kitchen,red,Congruent,1,space,1,804.71,6
2816822,Photo,6,20,Face_14,item_19_3,Kitchen,red,Incongruent,1,space,1,749.815,2
2816866,Photo,6,67,Face_27,item_19_3,Kitchen,red,Congruent,1,space,1,1719.83,8
2817018,Schematic,6,8,Face_37,item_19_3,Kitchen,red,Congruent,1,space,1,997,5
2816545,Photo,6,42,Face_3,item_19_4,Kitchen,yellow,Congruent,1,space,1,866.65,9
2816555,Photo,6,58,Face_3,item_19_4,Kitchen,yellow,Congruent,1,space,1,1212.78,7
2816558,Schematic,6,37,Face_37,item_19_4,Kitchen,yellow,Incongruent,1,space,1,1624.285,1
2816562,Schematic,6,31,Face_37,item_19_4,Kitchen,yellow,Incongruent,1,h,0,609.915,7
2816564,Schematic,6,25,Face_37,item_19_4,Kitchen,yellow,Congruent,1,space,1,776,6
2816567,Schematic,6,43,Face_37,item_19_4,Kitchen,yellow,Congruent,1,space,1,847.49,4
2816569,Photo,6,58,Face_4,item_19_4,Kitchen,yellow,Incongruent,1,space,1,713.665,2
2816570,Schematic,6,2,Face_37,item_19_4,Kitchen,yellow,Congruent,1,space,1,1191.9,6
2816571,Schematic,6,10,Face_37,item_19_4,Kitchen,yellow,Congruent,1,space,1,635.21,5
2816572,Photo,6,63,Face_16,item_19_4,Kitchen,yellow,Incongruent,1,h,0,565,3
2816573,Photo,6,63,Face_4,item_19_4,Kitchen,yellow,Incongruent,1,space,1,1363.16,5
2816575,Schematic,6,27,Face_37,item_19_4,Kitchen,yellow,Congruent,1,space,1,769.24,3
2816580,Photo,6,40,Face_4,item_19_4,Kitchen,yellow,Incongruent,1,space,1,943.26,4
2816587,Photo,6,63,Face_16,item_19_4,Kitchen,yellow,Incongruent,1,space,1,720.145,2
2816604,Schematic,6,53,Face_37,item_19_4,Kitchen,yellow,Congruent,1,space,1,833,7
2816610,Photo,6,43,Face_16,item_19_4,Kitchen,yellow,Incongruent,1,space,1,722.93,4
2816616,Schematic,6,57,Face_37,item_19_4,Kitchen,yellow,Congruent,1,space,1,733.605,8
2816619,Schematic,6,22,Face_37,item_19_4,Kitchen,yellow,Incongruent,1,space,1,873.12,4
2816622,Schematic,6,20,Face_37,item_19_4,Kitchen,yellow,Congruent,1,space,1,904.385,5
2816629,Schematic,6,67,Face_37,item_19_4,Kitchen,yellow,Incongruent,1,h,0,533.88,5
2816631,Schematic,6,57,Face_37,item_19_4,Kitchen,yellow,Congruent,1,space,1,846.34,5
2816635,Photo,6,30,Face_16,item_19_4,Kitchen,yellow,Incongruent,1,space,1,956.545,
2816636,Photo,6,6,Face_16,item_19_4,Kitchen,yellow,Incongruent,1,h,0,675.835,7
2816641,Photo,6,55,Face_3,item_19_4,Kitchen,yellow,Congruent,1,space,1,758,7
2816644,Schematic,6,58,Face_37,item_19_4,Kitchen,yellow,Congruent,1,space,1,648.115,1
2816647,Photo,6,7,Face_4,item_19_4,Kitchen,yellow,Incongruent,1,space,1,1357.235,2
2816648,Schematic,6,66,Face_37,item_19_4,Kitchen,yellow,Incongruent,1,space,1,1208.755,7
2816649,Photo,6,19,Face_3,item_19_4,Kitchen,yellow,Congruent,1,space,1,762.57,3
2816656,Photo,6,1,Face_16,item_19_4,Kitchen,yellow,Incongruent,1,space,1,1851,8
2816660,Photo,6,14,Face_4,item_19_4,Kitchen,yellow,Incongruent,1,space,1,726.17,5
2816661,Schematic,6,67,Face_37,item_19_4,Kitchen,yellow,Congruent,1,space,1,894,8
2816673,Photo,6,23,Face_3,item_19_4,Kitchen,yellow,Congruent,1,space,1,771,4
2816681,Photo,6,57,Face_4,item_19_4,Kitchen,yellow,Incongruent,1,h,0,646.8350003,3
2816698,Photo,6,58,Face_4,item_19_4,Kitchen,yellow,Incongruent,1,space,1,1074.465,5
2816709,Schematic,6,24,Face_37,item_19_4,Kitchen,yellow,Incongruent,1,space,1,566,6
2816801,Schematic,6,1,Face_37,item_19_4,Kitchen,yellow,Incongruent,1,space,1,653.565,5
2816804,Schematic,6,14,Face_37,item_19_4,Kitchen,yellow,Congruent,1,space,1,714,2
2816805,Schematic,6,37,Face_37,item_19_4,Kitchen,yellow,Incongruent,1,space,1,803.66,5
2816822,Photo,6,61,Face_4,item_19_4,Kitchen,yellow,Incongruent,1,h,0,542.325,2
2816866,Photo,6,50,Face_3,item_19_4,Kitchen,yellow,Congruent,1,space,1,914.68,4
2817018,Schematic,6,5,Face_37,item_19_4,Kitchen,yellow,Incongruent,1,space,1,684,7
2816555,Photo,6,6,Face_4,item_2_1,Garden,blue,Congruent,1,h,1,796.805,6
2816558,Schematic,6,39,Face_37,item_2_1,Garden,blue,Congruent,1,h,1,1053.795,1
2816562,Schematic,6,72,Face_37,item_2_1,Garden,blue,Congruent,1,h,1,674.7,3
2816564,Schematic,6,26,Face_37,item_2_1,Garden,blue,Incongruent,1,h,1,859,6
2816567,Schematic,6,34,Face_37,item_2_1,Garden,blue,Congruent,1,h,1,805.7949999,3
2816569,Photo,6,24,Face_29,item_2_1,Garden,blue,Incongruent,1,h,1,796.825,8
2816570,Schematic,6,45,Face_37,item_2_1,Garden,blue,Congruent,1,h,1,1405.75,6
2816571,Schematic,6,53,Face_37,item_2_1,Garden,blue,Congruent,1,h,1,588.005,6
2816572,Photo,6,23,Face_27,item_2_1,Garden,blue,Incongruent,1,h,1,696,
2816573,Photo,6,28,Face_29,item_2_1,Garden,blue,Incongruent,1,h,1,1054.075,2
2816575,Schematic,6,58,Face_37,item_2_1,Garden,blue,Incongruent,1,h,1,763.525,4
2816580,Photo,6,48,Face_29,item_2_1,Garden,blue,Incongruent,1,h,1,650.88,5
2816587,Photo,6,8,Face_27,item_2_1,Garden,blue,Incongruent,1,h,1,550.2200001,8
2816604,Schematic,6,14,Face_37,item_2_1,Garden,blue,Congruent,1,h,1,840,2
2816610,Photo,6,36,Face_27,item_2_1,Garden,blue,Incongruent,1,space,0,563.945,1
2816616,Schematic,6,43,Face_37,item_2_1,Garden,blue,Congruent,1,h,1,560.845,5
2816619,Schematic,6,10,Face_37,item_2_1,Garden,blue,Congruent,1,h,1,713.22,5
2816622,Schematic,6,29,Face_37,item_2_1,Garden,blue,Incongruent,1,h,1,948.43,6
2816629,Schematic,6,27,Face_37,item_2_1,Garden,blue,Congruent,1,h,1,1027.72,3
2816631,Schematic,6,20,Face_37,item_2_1,Garden,blue,Incongruent,1,h,1,872.31,4
2816633,Schematic,6,53,Face_37,item_2_1,Garden,blue,Congruent,1,h,1,1530,7
2816635,Photo,6,72,Face_27,item_2_1,Garden,blue,Incongruent,1,h,1,665.6750001,9
2816636,Photo,6,66,Face_27,item_2_1,Garden,blue,Incongruent,1,h,1,760.71,6
2816641,Photo,6,29,Face_4,item_2_1,Garden,blue,Congruent,1,h,1,587,5
2816644,Schematic,6,27,Face_37,item_2_1,Garden,blue,Incongruent,1,h,1,592.43,1
2816647,Photo,6,43,Face_29,item_2_1,Garden,blue,Incongruent,1,h,1,682.395,4
2816648,Schematic,6,54,Face_37,item_2_1,Garden,blue,Congruent,1,h,1,758.635,5
2816649,Photo,6,62,Face_4,item_2_1,Garden,blue,Congruent,1,h,1,807.41,3
2816656,Photo,6,13,Face_27,item_2_1,Garden,blue,Incongruent,1,h,1,839,5
2816660,Photo,6,54,Face_29,item_2_1,Garden,blue,Incongruent,1,h,1,501.825,4
2816661,Schematic,6,46,Face_37,item_2_1,Garden,blue,Congruent,1,h,1,594,8
2816665,Schematic,6,50,Face_37,item_2_1,Garden,blue,Congruent,1,h,1,672.985,3
2816673,Photo,6,31,Face_4,item_2_1,Garden,blue,Congruent,1,h,1,720,3
2816681,Photo,6,17,Face_29,item_2_1,Garden,blue,Incongruent,1,h,1,897.3050001,2
2816687,Schematic,6,29,Face_37,item_2_1,Garden,blue,Incongruent,1,space,0,604,5
2816698,Photo,6,10,Face_29,item_2_1,Garden,blue,Incongruent,1,space,0,571.565,5
2816709,Schematic,6,61,Face_37,item_2_1,Garden,blue,Congruent,1,h,1,584,4
2816801,Schematic,6,48,Face_37,item_2_1,Garden,blue,Congruent,1,h,1,544.25,7
2816804,Schematic,6,17,Face_37,item_2_1,Garden,blue,Congruent,1,h,1,780,2
2816805,Schematic,6,27,Face_37,item_2_1,Garden,blue,Congruent,1,h,1,1843.655,5
2816822,Photo,6,72,Face_29,item_2_1,Garden,blue,Incongruent,1,h,1,518.35,6
2816866,Photo,6,57,Face_4,item_2_1,Garden,blue,Congruent,1,h,1,1458.265,8
2817018,Schematic,6,46,Face_37,item_2_1,Garden,blue,Congruent,1,h,1,947,1
2816545,Photo,6,39,Face_11,item_2_2,Garden,green,Congruent,1,h,1,837.565,9
2816555,Photo,6,3,Face_11,item_2_2,Garden,green,Congruent,1,h,1,1067.985,6
2816558,Schematic,6,62,Face_37,item_2_2,Garden,green,Congruent,1,h,1,905.735,7
2816562,Schematic,6,48,Face_37,item_2_2,Garden,green,Incongruent,1,h,1,581.275,6
2816564,Schematic,6,29,Face_37,item_2_2,Garden,green,Congruent,1,h,1,812,4
2816567,Schematic,6,54,Face_37,item_2_2,Garden,green,Incongruent,1,h,1,648.1900001,4
2816569,Photo,6,71,Face_5,item_2_2,Garden,green,Incongruent,1,h,1,634.37,6
2816570,Schematic,6,3,Face_37,item_2_2,Garden,green,Incongruent,1,h,1,1366.72,7
2816571,Schematic,6,44,Face_37,item_2_2,Garden,green,Incongruent,1,h,1,698.1500001,3
2816572,Photo,6,11,Face_32,item_2_2,Garden,green,Incongruent,1,h,1,740,3
2816573,Photo,6,72,Face_5,item_2_2,Garden,green,Incongruent,1,h,1,983.58,2
2816575,Schematic,6,42,Face_37,item_2_2,Garden,green,Congruent,1,h,1,622.19,7
2816580,Photo,6,27,Face_5,item_2_2,Garden,green,Incongruent,1,space,0,467.6,5
2816587,Photo,6,46,Face_32,item_2_2,Garden,green,Incongruent,1,h,1,937.87,8
2816604,Schematic,6,30,Face_37,item_2_2,Garden,green,Incongruent,1,h,1,1147,8
2816610,Photo,6,53,Face_32,item_2_2,Garden,green,Incongruent,1,h,1,681.68,5
2816616,Schematic,6,8,Face_37,item_2_2,Garden,green,Incongruent,1,h,1,636.58,8
2816619,Schematic,6,25,Face_37,item_2_2,Garden,green,Congruent,1,h,1,607.405,8
2816622,Schematic,6,62,Face_37,item_2_2,Garden,green,Congruent,1,h,1,934.6350001,7
2816629,Schematic,6,46,Face_37,item_2_2,Garden,green,Incongruent,1,h,1,502.43,5
2816631,Schematic,6,28,Face_37,item_2_2,Garden,green,Congruent,1,h,1,703.855,6
2816635,Photo,6,16,Face_32,item_2_2,Garden,green,Incongruent,1,h,1,1270.74,2
2816636,Photo,6,40,Face_32,item_2_2,Garden,green,Incongruent,1,h,1,620.98,5
2816641,Photo,6,18,Face_11,item_2_2,Garden,green,Congruent,1,h,1,632,7
2816644,Schematic,6,30,Face_37,item_2_2,Garden,green,Congruent,1,h,1,642.835,6
2816648,Schematic,6,18,Face_37,item_2_2,Garden,green,Congruent,1,h,1,708.385,3
2816649,Photo,6,42,Face_11,item_2_2,Garden,green,Congruent,1,h,1,667.445,4
2816656,Photo,6,52,Face_32,item_2_2,Garden,green,Incongruent,1,h,1,1100,5
2816660,Photo,6,31,Face_5,item_2_2,Garden,green,Incongruent,1,h,1,527.14,4
2816661,Schematic,6,33,Face_37,item_2_2,Garden,green,Incongruent,1,h,1,557,4
2816665,Schematic,6,53,Face_37,item_2_2,Garden,green,Incongruent,1,h,1,943.78,4
2816673,Photo,6,5,Face_11,item_2_2,Garden,green,Congruent,1,h,1,792,6
2816681,Photo,6,64,Face_5,item_2_2,Garden,green,Incongruent,1,h,1,741.7199998,7
2816687,Schematic,6,45,Face_37,item_2_2,Garden,green,Congruent,1,h,1,1082,7
2816698,Photo,6,15,Face_5,item_2_2,Garden,green,Incongruent,1,h,1,738.465,5
2816709,Schematic,6,50,Face_37,item_2_2,Garden,green,Incongruent,1,h,1,733,4
2816801,Schematic,6,61,Face_37,item_2_2,Garden,green,Incongruent,1,h,1,540.52,6
2816804,Schematic,6,21,Face_37,item_2_2,Garden,green,Incongruent,1,h,1,686,2
2816805,Schematic,6,42,Face_37,item_2_2,Garden,green,Incongruent,1,h,1,713.58,5
2816822,Photo,6,31,Face_5,item_2_2,Garden,green,Incongruent,1,space,0,557.28,3
2816866,Photo,6,52,Face_11,item_2_2,Garden,green,Congruent,1,h,1,782.835,6
2817018,Schematic,6,28,Face_37,item_2_2,Garden,green,Incongruent,1,h,1,1404,6
2816557,Photo,6,37,Face_29,item_2_3,Garden,red,Congruent,1,h,1,589.465,5
2816574,Photo,6,36,Face_29,item_2_3,Garden,red,Congruent,1,h,1,636.67,6
2816632,Photo,6,21,Face_29,item_2_3,Garden,red,Congruent,1,space,0,610.53,4
2816640,Photo,6,5,Face_29,item_2_3,Garden,red,Congruent,1,h,1,598.155,4
2816659,Photo,6,20,Face_29,item_2_3,Garden,red,Congruent,1,h,1,2135.135,5
2816701,Photo,6,64,Face_29,item_2_3,Garden,red,Congruent,1,h,1,1025.435,7
2816799,Photo,6,18,Face_29,item_2_3,Garden,red,Congruent,1,h,1,850.19,6
2816557,Photo,6,9,Face_21,item_2_4,Garden,yellow,Congruent,1,h,1,1217.025,7
2816574,Photo,6,62,Face_21,item_2_4,Garden,yellow,Congruent,1,h,1,940.995,6
2816632,Photo,6,35,Face_21,item_2_4,Garden,yellow,Congruent,1,h,1,902.655,3
2816640,Photo,6,38,Face_21,item_2_4,Garden,yellow,Congruent,1,h,1,901.64,3
2816659,Photo,6,47,Face_21,item_2_4,Garden,yellow,Congruent,1,h,1,847.8350001,4
2816701,Photo,6,37,Face_21,item_2_4,Garden,yellow,Congruent,1,h,1,780.205,4
2816799,Photo,6,37,Face_21,item_2_4,Garden,yellow,Congruent,1,h,1,742.01,9
2816557,Photo,6,19,Face_16,item_20_1,Kitchen,blue,Congruent,1,space,1,578.455,6
2816574,Photo,6,64,Face_16,item_20_1,Kitchen,blue,Congruent,1,space,1,751.31,2
2816632,Photo,6,65,Face_16,item_20_1,Kitchen,blue,Congruent,1,space,1,686.83,4
2816640,Photo,6,32,Face_16,item_20_1,Kitchen,blue,Congruent,1,space,1,616.395,5
2816659,Photo,6,55,Face_16,item_20_1,Kitchen,blue,Congruent,1,space,1,640.4250001,4
2816701,Photo,6,51,Face_16,item_20_1,Kitchen,blue,Congruent,1,space,1,658.69,5
2816799,Photo,6,32,Face_16,item_20_1,Kitchen,blue,Congruent,1,space,1,1076.28,3
2816557,Photo,6,31,Face_30,item_20_2,Kitchen,green,Incongruent,1,space,1,863.985,4
2816574,Photo,6,52,Face_30,item_20_2,Kitchen,green,Incongruent,1,space,1,769.945,6
2816632,Photo,6,7,Face_30,item_20_2,Kitchen,green,Incongruent,1,space,1,732.68,6
2816640,Photo,6,45,Face_30,item_20_2,Kitchen,green,Incongruent,1,space,1,640.145,6
2816659,Photo,6,72,Face_30,item_20_2,Kitchen,green,Incongruent,1,space,1,1228.125,4
2816701,Photo,6,17,Face_30,item_20_2,Kitchen,green,Incongruent,1,space,1,828.78,6
2816799,Photo,6,13,Face_30,item_20_2,Kitchen,green,Incongruent,1,space,1,504.415,4
2816545,Photo,6,4,Face_1,item_20_3,Kitchen,red,Congruent,1,h,0,969.51,9
2816555,Photo,6,43,Face_1,item_20_3,Kitchen,red,Congruent,1,space,1,544.04,5
2816558,Schematic,6,72,Face_37,item_20_3,Kitchen,red,Incongruent,1,space,1,869.695,5
2816562,Schematic,6,37,Face_37,item_20_3,Kitchen,red,Congruent,1,space,1,551.12,6
2816564,Schematic,6,19,Face_37,item_20_3,Kitchen,red,Incongruent,1,space,1,703,4
2816567,Schematic,6,20,Face_37,item_20_3,Kitchen,red,Incongruent,1,space,1,603.1600001,7
2816569,Photo,6,70,Face_10,item_20_3,Kitchen,red,Incongruent,1,space,1,577.295,7
2816570,Schematic,6,21,Face_37,item_20_3,Kitchen,red,Incongruent,1,space,1,865.815,5
2816571,Schematic,6,56,Face_37,item_20_3,Kitchen,red,Incongruent,1,space,1,498.7649999,8
2816572,Photo,6,38,Face_6,item_20_3,Kitchen,red,Congruent,1,space,1,565,3
2816573,Photo,6,42,Face_10,item_20_3,Kitchen,red,Incongruent,1,space,1,985.8499999,1
2816575,Schematic,6,6,Face_37,item_20_3,Kitchen,red,Incongruent,1,space,1,734.31,4
2816580,Photo,6,51,Face_10,item_20_3,Kitchen,red,Incongruent,1,space,1,719.1900001,5
2816587,Photo,6,49,Face_6,item_20_3,Kitchen,red,Congruent,1,space,1,470.075,9
2816604,Schematic,6,17,Face_37,item_20_3,Kitchen,red,Incongruent,1,h,0,646,6
2816610,Photo,6,33,Face_6,item_20_3,Kitchen,red,Congruent,1,space,1,514.105,3
