PID,Face_Condition,Block,Trial,Face_image,Target_item,Target_type,Target_colour,Congruency,Attempt,Response,Correct,RT,Rating_score
2816545,Photo,6,72,Face_6,item_1_1,Garden,blue,Incongruent,1,h,1,1001.895,3
2816555,Photo,6,64,Face_6,item_1_1,Garden,blue,Incongruent,1,h,1,1187.885,3
2816558,Schematic,6,38,Face_37,item_1_1,Garden,blue,Congruent,1,h,1,1557.155,1
2816562,Schematic,6,70,Face_37,item_1_1,Garden,blue,Congruent,1,h,1,595.85,6
2816564,Schematic,6,35,Face_37,item_1_1,Garden,blue,Incongruent,1,h,1,894,4
2816567,Schematic,6,23,Face_37,item_1_1,Garden,blue,Incongruent,1,h,1,562.3999999,7
2816569,Photo,6,3,Face_21,item_1_1,Garden,blue,Congruent,1,h,1,757,6
2816570,Schematic,6,54,Face_37,item_1_1,Garden,blue,Incongruent,1,h,1,1036.345,4
2816571,Schematic,6,38,Face_37,item_1_1,Garden,blue,Incongruent,1,h,1,543.6,7
2816572,Photo,6,24,Face_15,item_1_1,Garden,blue,Incongruent,1,h,1,577,4
2816573,Photo,6,41,Face_21,item_1_1,Garden,blue,Congruent,1,h,1,674.01,7
2816575,Schematic,6,21,Face_37,item_1_1,Garden,blue,Incongruent,1,h,1,1124.745,3
2816580,Photo,6,3,Face_21,item_1_1,Garden,blue,Congruent,1,space,0,431.885,4
2816587,Photo,6,20,Face_15,item_1_1,Garden,blue,Incongruent,1,h,1,577.5199999,7
2816604,Schematic,6,26,Face_37,item_1_1,Garden,blue,Incongruent,1,h,1,933,5
2816610,Photo,6,29,Face_15,item_1_1,Garden,blue,Incongruent,1,h,1,1646.765,6
2816616,Schematic,6,4,Face_37,item_1_1,Garden,blue,Incongruent,1,h,1,720.235,8
2816619,Schematic,6,39,Face_37,item_1_1,Garden,blue,Congruent,1,space,0,730.59,3
2816622,Schematic,6,43,Face_37,item_1_1,Garden,blue,Incongruent,1,h,1,1144.47,6
2816629,Schematic,6,65,Face_37,item_1_1,Garden,blue,Congruent,1,h,1,1077.445,4
2816631,Schematic,6,42,Face_37,item_1_1,Garden,blue,Incongruent,1,h,1,1249.95,4
2816633,Schematic,6,21,Face_37,item_1_1,Garden,blue,Congruent,1,h,1,1509,8
2816635,Photo,6,22,Face_15,item_1_1,Garden,blue,Incongruent,1,h,1,1300.565,5
2816636,Photo,6,39,Face_15,item_1_1,Garden,blue,Incongruent,1,h,1,696.16,4
2816641,Photo,6,38,Face_6,item_1_1,Garden,blue,Incongruent,1,h,1,656,8
2816644,Schematic,6,71,Face_37,item_1_1,Garden,blue,Incongruent,1,h,1,712.1,6
2816647,Photo,6,3,Face_21,item_1_1,Garden,blue,Congruent,1,h,1,874.21,7
2816648,Schematic,6,51,Face_37,item_1_1,Garden,blue,Congruent,1,h,1,680.655,2
2816649,Photo,6,9,Face_6,item_1_1,Garden,blue,Incongruent,1,h,1,694.435,7
2816656,Photo,6,31,Face_15,item_1_1,Garden,blue,Incongruent,1,h,1,1118,9
2816660,Photo,6,42,Face_21,item_1_1,Garden,blue,Congruent,1,h,1,711.75,5
2816661,Schematic,6,21,Face_37,item_1_1,Garden,blue,Incongruent,1,h,1,485,9
2816665,Schematic,6,21,Face_37,item_1_1,Garden,blue,Congruent,1,h,1,713.2,5
2816673,Photo,6,8,Face_6,item_1_1,Garden,blue,Incongruent,1,h,1,738,5
2816681,Photo,6,19,Face_21,item_1_1,Garden,blue,Congruent,1,h,1,964.9399999,3
2816687,Schematic,6,2,Face_37,item_1_1,Garden,blue,Incongruent,1,h,1,701,2
2816698,Photo,6,7,Face_21,item_1_1,Garden,blue,Congruent,1,h,1,689.235,6
2816709,Schematic,6,69,Face_37,item_1_1,Garden,blue,Congruent,1,h,1,523,4
2816801,Schematic,6,65,Face_37,item_1_1,Garden,blue,Congruent,1,h,1,594.015,7
2816804,Schematic,6,25,Face_37,item_1_1,Garden,blue,Incongruent,1,h,1,1367,2
2816805,Schematic,6,71,Face_37,item_1_1,Garden,blue,Congruent,1,h,1,1096.76,5
2816822,Photo,6,18,Face_21,item_1_1,Garden,blue,Congruent,1,h,1,538.485,6
2816866,Photo,6,4,Face_6,item_1_1,Garden,blue,Incongruent,1,h,1,1464.175,4
2817018,Schematic,6,3,Face_37,item_1_1,Garden,blue,Congruent,1,h,1,763,3
2816545,Photo,6,70,Face_1,item_1_2,Garden,green,Incongruent,1,h,1,704.785,3
2816555,Photo,6,34,Face_1,item_1_2,Garden,green,Incongruent,1,h,1,775.1,6
2816558,Schematic,6,16,Face_37,item_1_2,Garden,green,Incongruent,1,h,1,1057.415,1
2816562,Schematic,6,64,Face_37,item_1_2,Garden,green,Congruent,1,h,1,673.89,5
2816564,Schematic,6,37,Face_37,item_1_2,Garden,green,Incongruent,1,h,1,742,8
2816567,Schematic,6,39,Face_37,item_1_2,Garden,green,Congruent,1,h,1,1092.17,8
2816569,Photo,6,66,Face_5,item_1_2,Garden,green,Congruent,1,h,1,680.605,3
2816570,Schematic,6,22,Face_37,item_1_2,Garden,green,Congruent,1,h,1,1333.355,3
2816571,Schematic,6,22,Face_37,item_1_2,Garden,green,Congruent,1,h,1,735.91,9
2816572,Photo,6,34,Face_36,item_1_2,Garden,green,Congruent,1,h,1,571,4
2816573,Photo,6,56,Face_5,item_1_2,Garden,green,Congruent,1,h,1,2036.25,1
2816575,Schematic,6,18,Face_37,item_1_2,Garden,green,Incongruent,1,h,1,1900.79,7
2816580,Photo,6,23,Face_5,item_1_2,Garden,green,Congruent,1,h,1,554.445,5
2816587,Photo,6,66,Face_36,item_1_2,Garden,green,Congruent,1,h,1,659.495,4
2816604,Schematic,6,35,Face_37,item_1_2,Garden,green,Congruent,1,h,1,934,6
2816610,Photo,6,9,Face_36,item_1_2,Garden,green,Congruent,1,h,1,726.01,7
2816616,Schematic,6,30,Face_37,item_1_2,Garden,green,Congruent,1,h,1,657.695,3
2816619,Schematic,6,7,Face_37,item_1_2,Garden,green,Incongruent,1,h,1,748.905,5
2816622,Schematic,6,15,Face_37,item_1_2,Garden,green,Incongruent,1,h,1,855.0399999,3
2816629,Schematic,6,22,Face_37,item_1_2,Garden,green,Congruent,1,h,1,639.615,5
2816631,Schematic,6,12,Face_37,item_1_2,Garden,green,Incongruent,1,h,1,1016.09,6
2816633,Schematic,6,26,Face_37,item_1_2,Garden,green,Incongruent,1,h,1,1538,3
2816635,Photo,6,26,Face_36,item_1_2,Garden,green,Congruent,1,h,1,1498.325,4
2816636,Photo,6,42,Face_36,item_1_2,Garden,green,Congruent,1,h,1,617.39,4
2816641,Photo,6,69,Face_1,item_1_2,Garden,green,Incongruent,1,h,1,722,7
2816644,Schematic,6,17,Face_37,item_1_2,Garden,green,Incongruent,1,h,1,654.02,9
2816647,Photo,6,44,Face_5,item_1_2,Garden,green,Congruent,1,h,1,2087.84,8
2816648,Schematic,6,25,Face_37,item_1_2,Garden,green,Incongruent,1,h,1,913.775,3
2816649,Photo,6,51,Face_1,item_1_2,Garden,green,Incongruent,1,h,1,682.605,3
2816656,Photo,6,49,Face_36,item_1_2,Garden,green,Congruent,1,h,1,887,5
2816660,Photo,6,53,Face_5,item_1_2,Garden,green,Congruent,1,h,1,511.63,3
2816661,Schematic,6,51,Face_37,item_1_2,Garden,green,Congruent,1,h,1,872,3
2816665,Schematic,6,2,Face_37,item_1_2,Garden,green,Congruent,1,h,1,667.105,4
2816673,Photo,6,3,Face_1,item_1_2,Garden,green,Incongruent,1,h,1,812,5
2816681,Photo,6,8,Face_5,item_1_2,Garden,green,Congruent,1,h,1,823.1450003,7
2816687,Schematic,6,28,Face_37,item_1_2,Garden,green,Incongruent,1,space,0,829,3
2816698,Photo,6,2,Face_5,item_1_2,Garden,green,Congruent,1,h,1,957.25,6
2816709,Schematic,6,8,Face_37,item_1_2,Garden,green,Congruent,1,h,1,691,7
2816801,Schematic,6,72,Face_37,item_1_2,Garden,green,Congruent,1,h,1,546.62,6
2816804,Schematic,6,38,Face_37,item_1_2,Garden,green,Congruent,1,h,1,796,2
2816805,Schematic,6,33,Face_37,item_1_2,Garden,green,Congruent,1,h,1,636.445,5
2816822,Photo,6,23,Face_5,item_1_2,Garden,green,Congruent,1,h,1,509.305,4
2816866,Photo,6,39,Face_1,item_1_2,Garden,green,Incongruent,1,h,1,1545.035,6
2817018,Schematic,6,37,Face_37,item_1_2,Garden,green,Congruent,1,h,1,907,6
2816557,Photo,6,38,Face_28,item_1_3,Garden,red,Incongruent,1,h,1,588.36,2
2816574,Photo,6,43,Face_28,item_1_3,Garden,red,Incongruent,1,h,1,703.83,9
2816632,Photo,6,43,Face_28,item_1_3,Garden,red,Incongruent,1,h,1,791.79,5
2816640,Photo,6,46,Face_28,item_1_3,Garden,red,Incongruent,1,h,1,589.705,6
2816659,Photo,6,54,Face_28,item_1_3,Garden,red,Incongruent,1,h,1,1524.63,5
2816701,Photo,6,12,Face_28,item_1_3,Garden,red,Incongruent,1,h,1,881.12,5
2816799,Photo,6,67,Face_28,item_1_3,Garden,red,Incongruent,1,h,1,1020.14,4
2816557,Photo,6,12,Face_3,item_1_4,Garden,yellow,Incongruent,1,h,1,1021.65,3
2816574,Photo,6,31,Face_3,item_1_4,Garden,yellow,Incongruent,1,h,1,767.66,5
2816632,Photo,6,63,Face_3,item_1_4,Garden,yellow,Incongruent,1,h,1,817.705,4
2816640,Photo,6,21,Face_3,item_1_4,Garden,yellow,Incongruent,1,h,1,811.555,4
2816701,Photo,6,21,Face_3,item_1_4,Garden,yellow,Incongruent,1,h,1,661.595,4
2816799,Photo,6,58,Face_3,item_1_4,Garden,yellow,Incongruent,1,h,1,831.49,6
2816557,Photo,6,15,Face_34,item_10_1,Garden,blue,Congruent,1,h,1,746.425,5
2816574,Photo,6,8,Face_34,item_10_1,Garden,blue,Congruent,1,h,1,669.985,6
2816632,Photo,6,48,Face_34,item_10_1,Garden,blue,Congruent,1,h,1,860.22,2
2816640,Photo,6,56,Face_34,item_10_1,Garden,blue,Congruent,1,h,1,616.835,6
2816659,Photo,6,38,Face_34,item_10_1,Garden,blue,Congruent,1,h,1,947.465,6
2816701,Photo,6,2,Face_34,item_10_1,Garden,blue,Congruent,1,h,1,1652.395,9
2816799,Photo,6,12,Face_34,item_10_1,Garden,blue,Congruent,1,h,1,749.515,6
2816545,Photo,6,24,Face_4,item_10_2,Garden,green,Incongruent,1,h,1,506.79,5
2816555,Photo,6,36,Face_4,item_10_2,Garden,green,Incongruent,1,h,1,836.14,7
2816558,Schematic,6,5,Face_37,item_10_2,Garden,green,Incongruent,1,h,1,980.53,1
2816562,Schematic,6,29,Face_37,item_10_2,Garden,green,Incongruent,1,h,1,574.71,6
2816564,Schematic,6,34,Face_37,item_10_2,Garden,green,Congruent,1,h,1,927,3
2816567,Schematic,6,63,Face_37,item_10_2,Garden,green,Congruent,1,h,1,730.5899999,6
2816569,Photo,6,38,Face_10,item_10_2,Garden,green,Congruent,1,h,1,814.745,4
2816570,Schematic,6,7,Face_37,item_10_2,Garden,green,Congruent,1,h,1,1232.145,7
2816571,Schematic,6,18,Face_37,item_10_2,Garden,green,Congruent,1,h,1,1081.27,9
2816572,Photo,6,44,Face_28,item_10_2,Garden,green,Congruent,1,space,0,605,4
2816573,Photo,6,43,Face_10,item_10_2,Garden,green,Congruent,1,h,1,1271.855,6
2816575,Schematic,6,55,Face_37,item_10_2,Garden,green,Congruent,1,h,1,519.63,8
2816580,Photo,6,43,Face_10,item_10_2,Garden,green,Congruent,1,h,1,634.73,3
2816604,Schematic,6,19,Face_37,item_10_2,Garden,green,Congruent,1,h,1,1930,5
2816610,Photo,6,4,Face_28,item_10_2,Garden,green,Congruent,1,h,1,1063.885,3
2816616,Schematic,6,37,Face_37,item_10_2,Garden,green,Congruent,1,space,0,549.29,4
2816619,Schematic,6,27,Face_37,item_10_2,Garden,green,Incongruent,1,h,1,859.735,4
2816622,Schematic,6,7,Face_37,item_10_2,Garden,green,Congruent,1,h,1,1359.05,3
2816629,Schematic,6,7,Face_37,item_10_2,Garden,green,Incongruent,1,h,1,633.57,7
2816631,Schematic,6,27,Face_37,item_10_2,Garden,green,Congruent,1,h,1,792.985,6
2816633,Schematic,6,2,Face_37,item_10_2,Garden,green,Incongruent,1,h,1,1002,4
2816635,Photo,6,5,Face_28,item_10_2,Garden,green,Congruent,1,h,1,948.5149999,2
2816636,Photo,6,53,Face_28,item_10_2,Garden,green,Congruent,1,h,1,1295.615,6
2816641,Photo,6,5,Face_4,item_10_2,Garden,green,Incongruent,1,h,1,1013,6
2816644,Schematic,6,52,Face_37,item_10_2,Garden,green,Congruent,1,h,1,640.325,7
2816647,Photo,6,29,Face_10,item_10_2,Garden,green,Congruent,1,h,1,1036.41,9
2816648,Schematic,6,11,Face_37,item_10_2,Garden,green,Incongruent,1,h,1,970.67,5
2816649,Photo,6,4,Face_4,item_10_2,Garden,green,Incongruent,1,h,1,592.375,4
2816656,Photo,6,10,Face_28,item_10_2,Garden,green,Congruent,1,h,1,1112,9
2816660,Photo,6,10,Face_10,item_10_2,Garden,green,Congruent,1,h,1,563.46,7
2816661,Schematic,6,44,Face_37,item_10_2,Garden,green,Congruent,1,h,1,770,4
2816665,Schematic,6,45,Face_37,item_10_2,Garden,green,Incongruent,1,h,1,899.51,3
2816673,Photo,6,56,Face_4,item_10_2,Garden,green,Incongruent,1,h,1,905,4
2816681,Photo,6,35,Face_10,item_10_2,Garden,green,Congruent,1,h,1,361.9399997,7
2816687,Schematic,6,48,Face_37,item_10_2,Garden,green,Congruent,1,h,1,1968,3
2816698,Photo,6,9,Face_10,item_10_2,Garden,green,Congruent,1,h,1,659.03,6
2816709,Schematic,6,3,Face_37,item_10_2,Garden,green,Incongruent,1,h,1,630,6
2816801,Schematic,6,24,Face_37,item_10_2,Garden,green,Incongruent,1,h,1,652.58,8
2816804,Schematic,6,34,Face_37,item_10_2,Garden,green,Congruent,1,h,1,817,2
2816805,Schematic,6,34,Face_37,item_10_2,Garden,green,Incongruent,1,space,0,834.575,4
2816822,Photo,6,57,Face_10,item_10_2,Garden,green,Congruent,1,h,1,724.025,4
2816866,Photo,6,11,Face_4,item_10_2,Garden,green,Incongruent,1,h,1,1725.44,6
2817018,Schematic,6,68,Face_37,item_10_2,Garden,green,Incongruent,1,h,1,1132,3
2816545,Photo,6,54,Face_18,item_10_3,Garden,red,Congruent,1,h,1,595.73,3
2816555,Photo,6,65,Face_18,item_10_3,Garden,red,Congruent,1,h,1,1013.095,8
2816558,Schematic,6,59,Face_37,item_10_3,Garden,red,Congruent,1,h,1,1508.195,1
2816562,Schematic,6,16,Face_37,item_10_3,Garden,red,Incongruent,1,space,0,532.53,8
2816564,Schematic,6,10,Face_37,item_10_3,Garden,red,Incongruent,1,h,1,900,4
2816567,Schematic,6,10,Face_37,item_10_3,Garden,red,Congruent,1,h,1,719.27,2
2816569,Photo,6,26,Face_26,item_10_3,Garden,red,Incongruent,1,h,1,745.195,7
2816570,Schematic,6,61,Face_37,item_10_3,Garden,red,Congruent,1,h,1,740.705,4
2816571,Schematic,6,50,Face_37,item_10_3,Garden,red,Congruent,1,h,1,677.8900002,9
2816572,Photo,6,53,Face_11,item_10_3,Garden,red,Congruent,1,h,1,772,
2816573,Photo,6,2,Face_26,item_10_3,Garden,red,Incongruent,1,h,1,1008.75,6
2816575,Schematic,6,19,Face_37,item_10_3,Garden,red,Incongruent,1,h,1,1053.54,3
2816580,Photo,6,54,Face_26,item_10_3,Garden,red,Incongruent,1,space,0,484.34,6
2816587,Photo,6,58,Face_11,item_10_3,Garden,red,Congruent,1,h,1,636.1649999,5
2816604,Schematic,6,46,Face_37,item_10_3,Garden,red,Congruent,1,h,1,1168,6
2816610,Photo,6,51,Face_11,item_10_3,Garden,red,Congruent,1,h,1,1554.01,6
2816616,Schematic,6,9,Face_37,item_10_3,Garden,red,Congruent,1,h,1,1078.51,8
2816619,Schematic,6,44,Face_37,item_10_3,Garden,red,Congruent,1,h,1,715.545,3
2816622,Schematic,6,68,Face_37,item_10_3,Garden,red,Incongruent,1,h,1,1154.72,2
2816629,Schematic,6,19,Face_37,item_10_3,Garden,red,Incongruent,1,h,1,422.48,6
2816631,Schematic,6,62,Face_37,item_10_3,Garden,red,Incongruent,1,h,1,1137.37,4
2816635,Photo,6,11,Face_11,item_10_3,Garden,red,Congruent,1,h,1,701.3600001,2
2816636,Photo,6,49,Face_11,item_10_3,Garden,red,Congruent,1,h,1,1085.67,6
2816641,Photo,6,61,Face_18,item_10_3,Garden,red,Congruent,1,h,1,795,7
2816644,Schematic,6,26,Face_37,item_10_3,Garden,red,Incongruent,1,h,1,722.94,1
2816647,Photo,6,57,Face_26,item_10_3,Garden,red,Incongruent,1,h,1,1004.45,9
2816648,Schematic,6,20,Face_37,item_10_3,Garden,red,Congruent,1,h,1,1078.375,3
2816649,Photo,6,6,Face_18,item_10_3,Garden,red,Congruent,1,h,1,581.815,4
2816656,Photo,6,30,Face_11,item_10_3,Garden,red,Congruent,1,space,0,1154,5
2816660,Photo,6,4,Face_26,item_10_3,Garden,red,Incongruent,1,h,1,602.975,6
2816661,Schematic,6,55,Face_37,item_10_3,Garden,red,Congruent,1,h,1,622,9
2816665,Schematic,6,1,Face_37,item_10_3,Garden,red,Incongruent,1,h,1,832.66,4
2816673,Photo,6,34,Face_18,item_10_3,Garden,red,Congruent,1,h,1,666,5
2816681,Photo,6,53,Face_26,item_10_3,Garden,red,Incongruent,1,h,1,392.3749998,9
2816687,Schematic,6,31,Face_37,item_10_3,Garden,red,Incongruent,1,h,1,1225,3
2816698,Photo,6,66,Face_26,item_10_3,Garden,red,Incongruent,1,h,1,777.56,6
2816709,Schematic,6,39,Face_37,item_10_3,Garden,red,Incongruent,1,h,1,581,5
2816801,Schematic,6,30,Face_37,item_10_3,Garden,red,Incongruent,1,h,1,605.81,6
2816804,Schematic,6,64,Face_37,item_10_3,Garden,red,Congruent,1,h,1,844,6
2816805,Schematic,6,10,Face_37,item_10_3,Garden,red,Incongruent,1,h,1,604.36,4
2816822,Photo,6,4,Face_26,item_10_3,Garden,red,Incongruent,1,h,1,824.13,7
2816866,Photo,6,72,Face_18,item_10_3,Garden,red,Congruent,1,h,1,1367.69,3
2817018,Schematic,6,41,Face_37,item_10_3,Garden,red,Incongruent,1,space,0,471,3
2816557,Photo,6,32,Face_2,item_10_4,Garden,yellow,Congruent,1,h,1,620.755,8
2816574,Photo,6,19,Face_2,item_10_4,Garden,yellow,Congruent,1,h,1,541.91,5
2816632,Photo,6,41,Face_2,item_10_4,Garden,yellow,Congruent,1,h,1,1002.9,4
2816640,Photo,6,42,Face_2,item_10_4,Garden,yellow,Congruent,1,h,1,668.375,3
2816659,Photo,6,64,Face_2,item_10_4,Garden,yellow,Congruent,1,h,1,927.7949999,5
2816701,Photo,6,32,Face_2,item_10_4,Garden,yellow,Congruent,1,h,1,878.57,6
2816799,Photo,6,6,Face_2,item_10_4,Garden,yellow,Congruent,1,h,1,810.2950001,4
2816557,Photo,6,34,Face_35,item_11_1,Garden,blue,Congruent,1,h,1,643.775,2
2816574,Photo,6,2,Face_35,item_11_1,Garden,blue,Congruent,1,h,1,602.745,6
2816632,Photo,6,16,Face_35,item_11_1,Garden,blue,Congruent,1,h,1,781.535,6
2816640,Photo,6,11,Face_35,item_11_1,Garden,blue,Congruent,1,h,1,626.01,3
2816659,Photo,6,23,Face_35,item_11_1,Garden,blue,Congruent,1,h,1,2115.425,5
2816701,Photo,6,1,Face_35,item_11_1,Garden,blue,Congruent,1,h,1,1811.565,5
2816799,Photo,6,15,Face_35,item_11_1,Garden,blue,Congruent,1,h,1,708.92,6
2816555,Photo,6,33,Face_16,item_11_2,Garden,green,Incongruent,1,h,1,1243.58,4
2816558,Schematic,6,19,Face_37,item_11_2,Garden,green,Congruent,1,h,1,859.775,1
2816562,Schematic,6,56,Face_37,item_11_2,Garden,green,Incongruent,1,h,1,643.5,4
2816564,Schematic,6,48,Face_37,item_11_2,Garden,green,Congruent,1,h,1,752,6
2816567,Schematic,6,70,Face_37,item_11_2,Garden,green,Congruent,1,h,1,999.165,2
2816569,Photo,6,37,Face_7,item_11_2,Garden,green,Incongruent,1,h,1,925.995,5
2816570,Schematic,6,47,Face_37,item_11_2,Garden,green,Congruent,1,h,1,876.3,3
2816571,Schematic,6,71,Face_37,item_11_2,Garden,green,Congruent,1,h,1,559.26,2
2816572,Photo,6,32,Face_32,item_11_2,Garden,green,Congruent,1,h,1,528,4
2816573,Photo,6,25,Face_7,item_11_2,Garden,green,Incongruent,1,h,1,1227.675,1
2816575,Schematic,6,8,Face_37,item_11_2,Garden,green,Congruent,1,h,1,789.625,3
2816580,Photo,6,44,Face_7,item_11_2,Garden,green,Incongruent,1,h,1,727.4300001,1
2816587,Photo,6,57,Face_32,item_11_2,Garden,green,Congruent,1,h,1,576.075,4
2816604,Schematic,6,38,Face_37,item_11_2,Garden,green,Congruent,1,h,1,937,3
2816610,Photo,6,39,Face_32,item_11_2,Garden,green,Congruent,1,h,1,977.18,5
2816616,Schematic,6,22,Face_37,item_11_2,Garden,green,Congruent,1,h,1,743.155,3
2816619,Schematic,6,6,Face_37,item_11_2,Garden,green,Congruent,1,space,0,769.39,6
2816622,Schematic,6,51,Face_37,item_11_2,Garden,green,Congruent,1,h,1,1725.89,3
2816629,Schematic,6,3,Face_37,item_11_2,Garden,green,Incongruent,1,h,1,1037.19,5
2816631,Schematic,6,40,Face_37,item_11_2,Garden,green,Congruent,1,h,1,925.495,6
2816633,Schematic,6,22,Face_37,item_11_2,Garden,green,Congruent,1,h,1,1246,9
2816635,Photo,6,54,Face_32,item_11_2,Garden,green,Congruent,1,h,1,1221.79,3
2816636,Photo,6,38,Face_32,item_11_2,Garden,green,Congruent,1,h,1,1194.56,4
2816641,Photo,6,20,Face_16,item_11_2,Garden,green,Incongruent,1,h,1,608,7
2816644,Schematic,6,45,Face_37,item_11_2,Garden,green,Congruent,1,h,1,548.37,7
2816647,Photo,6,68,Face_7,item_11_2,Garden,green,Incongruent,1,h,1,1019.865,8
2816648,Schematic,6,48,Face_37,item_11_2,Garden,green,Congruent,1,h,1,896.225,2
2816649,Photo,6,31,Face_16,item_11_2,Garden,green,Incongruent,1,h,1,578.96,2
2816656,Photo,6,14,Face_32,item_11_2,Garden,green,Congruent,1,h,1,1732,7
2816660,Photo,6,7,Face_7,item_11_2,Garden,green,Incongruent,1,h,1,589.74,8
2816661,Schematic,6,20,Face_37,item_11_2,Garden,green,Congruent,1,h,1,1213,9
2816665,Schematic,6,26,Face_37,item_11_2,Garden,green,Incongruent,1,h,1,841.235,4
2816673,Photo,6,24,Face_16,item_11_2,Garden,green,Incongruent,1,h,1,678,4
2816681,Photo,6,28,Face_7,item_11_2,Garden,green,Incongruent,1,h,1,1334.26,3
2816687,Schematic,6,35,Face_37,item_11_2,Garden,green,Congruent,1,h,1,726,1
2816698,Photo,6,38,Face_7,item_11_2,Garden,green,Incongruent,1,h,1,997.64,2
2816709,Schematic,6,14,Face_37,item_11_2,Garden,green,Incongruent,1,h,1,671,4
2816801,Schematic,6,70,Face_37,item_11_2,Garden,green,Incongruent,1,h,1,574.49,8
2816804,Schematic,6,70,Face_37,item_11_2,Garden,green,Congruent,1,h,1,616,3
2816805,Schematic,6,57,Face_37,item_11_2,Garden,green,Incongruent,1,h,1,621.9,3
2816822,Photo,6,14,Face_7,item_11_2,Garden,green,Incongruent,1,h,1,504,5
2816866,Photo,6,44,Face_16,item_11_2,Garden,green,Incongruent,1,h,1,696.43,3
2817018,Schematic,6,49,Face_37,item_11_2,Garden,green,Incongruent,1,h,1,541,2
2816545,Photo,6,32,Face_35,item_11_3,Garden,red,Incongruent,1,h,1,664.9,5
2816555,Photo,6,20,Face_35,item_11_3,Garden,red,Incongruent,1,h,1,828.08,5
2816558,Schematic,6,14,Face_37,item_11_3,Garden,red,Incongruent,1,h,1,1657.46,1
2816562,Schematic,6,25,Face_37,item_11_3,Garden,red,Incongruent,1,space,0,517.33,5
2816564,Schematic,6,13,Face_37,item_11_3,Garden,red,Congruent,1,space,0,661,4
2816567,Schematic,6,57,Face_37,item_11_3,Garden,red,Incongruent,1,h,1,557.965,7
2816569,Photo,6,56,Face_8,item_11_3,Garden,red,Congruent,1,h,1,827.5,6
2816570,Schematic,6,10,Face_37,item_11_3,Garden,red,Incongruent,1,h,1,907.76,3
2816571,Schematic,6,57,Face_37,item_11_3,Garden,red,Incongruent,1,h,1,511.095,2
2816572,Photo,6,65,Face_34,item_11_3,Garden,red,Incongruent,1,h,1,1009,7
2816573,Photo,6,29,Face_8,item_11_3,Garden,red,Congruent,1,h,1,1691.525,3
2816575,Schematic,6,3,Face_37,item_11_3,Garden,red,Congruent,1,h,1,817.155,4
2816580,Photo,6,64,Face_8,item_11_3,Garden,red,Congruent,1,h,1,499.21,5
2816587,Photo,6,19,Face_34,item_11_3,Garden,red,Incongruent,1,h,1,629.295,9
2816604,Schematic,6,65,Face_37,item_11_3,Garden,red,Incongruent,1,h,1,1097,5
2816610,Photo,6,61,Face_34,item_11_3,Garden,red,Incongruent,1,h,1,711.79,6
2816616,Schematic,6,21,Face_37,item_11_3,Garden,red,Incongruent,1,h,1,868.135,3
2816619,Schematic,6,50,Face_37,item_11_3,Garden,red,Incongruent,1,h,1,603.5049999,5
2816622,Schematic,6,1,Face_37,item_11_3,Garden,red,Congruent,1,h,1,1047.81,7
2816629,Schematic,6,50,Face_37,item_11_3,Garden,red,Incongruent,1,h,1,861.625,6
2816631,Schematic,6,38,Face_37,item_11_3,Garden,red,Congruent,1,space,0,909.905,5
2816633,Schematic,6,48,Face_37,item_11_3,Garden,red,Incongruent,1,h,1,1389,9
2816635,Photo,6,46,Face_34,item_11_3,Garden,red,Incongruent,1,h,1,718.31,2
2816636,Photo,6,7,Face_34,item_11_3,Garden,red,Incongruent,1,h,1,637.635,5
2816641,Photo,6,9,Face_35,item_11_3,Garden,red,Incongruent,1,h,1,727,9
2816644,Schematic,6,68,Face_37,item_11_3,Garden,red,Congruent,1,h,1,540.335,6
2816647,Photo,6,65,Face_8,item_11_3,Garden,red,Congruent,1,h,1,748.69,8
2816648,Schematic,6,72,Face_37,item_11_3,Garden,red,Incongruent,1,h,1,972.93,2
2816649,Photo,6,22,Face_35,item_11_3,Garden,red,Incongruent,1,h,1,630.855,7
2816656,Photo,6,25,Face_34,item_11_3,Garden,red,Incongruent,1,h,1,977,9
2816660,Photo,6,40,Face_8,item_11_3,Garden,red,Congruent,1,h,1,548.65,4
2816661,Schematic,6,8,Face_37,item_11_3,Garden,red,Incongruent,1,h,1,1354,9
2816665,Schematic,6,71,Face_37,item_11_3,Garden,red,Incongruent,1,h,1,890.38,4
2816673,Photo,6,60,Face_35,item_11_3,Garden,red,Incongruent,1,space,0,614,6
2816681,Photo,6,31,Face_8,item_11_3,Garden,red,Congruent,1,h,1,972.1849998,3
2816687,Schematic,6,56,Face_37,item_11_3,Garden,red,Congruent,1,h,1,1601,4
2816698,Photo,6,47,Face_8,item_11_3,Garden,red,Congruent,1,h,1,1092.435,5
2816709,Schematic,6,62,Face_37,item_11_3,Garden,red,Incongruent,1,h,1,653,6
2816801,Schematic,6,38,Face_37,item_11_3,Garden,red,Incongruent,1,h,1,682.94,7
2816804,Schematic,6,32,Face_37,item_11_3,Garden,red,Incongruent,1,h,1,761,2
2816805,Schematic,6,59,Face_37,item_11_3,Garden,red,Incongruent,1,h,1,616.795,4
2816822,Photo,6,27,Face_8,item_11_3,Garden,red,Congruent,1,h,1,589.565,4
2816866,Photo,6,43,Face_35,item_11_3,Garden,red,Incongruent,1,h,1,936.87,5
2817018,Schematic,6,60,Face_37,item_11_3,Garden,red,Incongruent,1,h,1,840,7
