"mag_z","env","interaction","rt_z","dataset_number"
-0.499500078973529,1,-0.499500078973529,0.407390011237502,3
1.55579056855913,1,1.55579056855913,-0.77455813474101,3
-0.499500078973529,1,-0.499500078973529,-2.04524704778581,3
1.55579056855913,1,1.55579056855913,0.481373286365041,3
1.55579056855913,1,1.55579056855913,0.0882513299903938,3
-0.499500078973529,1,-0.499500078973529,0.351980592525923,3
-0.499500078973529,1,-0.499500078973529,-0.706240849739205,3
1.55579056855913,1,1.55579056855913,-1.12521279173531,3
-0.499500078973529,1,-0.499500078973529,-0.0294905283653493,3
-0.499500078973529,1,-0.499500078973529,0.43496063035313,3
1.55579056855913,1,1.55579056855913,-0.472957537579801,3
1.55579056855913,1,1.55579056855913,-0.534654419893292,3
1.55579056855913,1,1.55579056855913,-0.10018214591899,3
-0.756411409915112,1,-0.756411409915112,0.753477651903343,3
1.55579056855913,1,1.55579056855913,-0.42117344591103,3
-0.499500078973529,1,-0.499500078973529,1.36148593147763,3
-0.756411409915112,1,-0.756411409915112,0.660295062977043,3
-0.499500078973529,1,-0.499500078973529,-0.54706633530996,3
1.55579056855913,1,1.55579056855913,0.402677303572182,3
-0.756411409915112,1,-0.756411409915112,0.691415934320342,3
1.55579056855913,1,1.55579056855913,0.617978978384518,3
-0.756411409915112,1,-0.756411409915112,0.619746160975904,3
1.55579056855913,1,1.55579056855913,0.311245148754534,3
1.55579056855913,1,1.55579056855913,1.92565312626454,3
-0.499500078973529,1,-0.499500078973529,-1.1562852653111,3
-0.756411409915112,1,-0.756411409915112,1.20642956032884,3
-0.499500078973529,1,-0.499500078973529,0.415853066325313,3
1.55579056855913,1,1.55579056855913,0.919666412858937,3
1.55579056855913,1,1.55579056855913,-2.36334602378123,3
-0.499500078973529,1,-0.499500078973529,0.135304727637578,3
1.55579056855913,1,1.55579056855913,-0.492099955040391,3
-0.499500078973529,1,-0.499500078973529,-2.18902122890621,3
-0.756411409915112,1,-0.756411409915112,1.39118938915142,3
1.55579056855913,1,1.55579056855913,-0.126917274322282,3
1.55579056855913,1,1.55579056855913,0.322910226895449,3
1.55579056855913,1,1.55579056855913,-0.667337419626885,3
1.55579056855913,1,1.55579056855913,-0.283509833529925,3
1.55579056855913,1,1.55579056855913,-2.78264334797569,3
1.55579056855913,1,1.55579056855913,0.308784448795684,3
-0.499500078973529,1,-0.499500078973529,-1.87911711049422,3
-0.499500078973529,1,-0.499500078973529,0.0756580589220353,3
1.55579056855913,1,1.55579056855913,-0.976118680024219,3
1.55579056855913,1,1.55579056855913,0.862876443633139,3
-0.499500078973529,1,-0.499500078973529,-1.0393633845529,3
-0.499500078973529,1,-0.499500078973529,0.371509888065411,3
-0.756411409915112,1,-0.756411409915112,1.27653461808404,3
-0.756411409915112,-1,0.756411409915112,-0.746704452215503,3
-0.756411409915112,-1,0.756411409915112,0.0271917421238169,3
1.55579056855913,-1,-1.55579056855913,1.01049781779597,3
-0.756411409915112,-1,0.756411409915112,-1.39031547001092,3
-0.756411409915112,-1,0.756411409915112,-0.315839609351247,3
-0.756411409915112,-1,0.756411409915112,0.721886292270558,3
-0.756411409915112,-1,0.756411409915112,-0.604418305667758,3
