wellbeing,well,age,age3,stream,hours,work,composer,genre
-0.62922007,0,25,Mid,Spotify,2,Yes,No,Other
-0.5154835,1,25,Mid,Spotify,1,Yes,No,Pop
-0.45591465,1,25,Mid,Apple Music,2.5,Yes,No,Other
-0.34700221,1,25,Mid,Spotify,3,Yes,No,Rock
-0.33011121,1,25,Mid,Spotify,2,No,No,Pop
-0.3193633,1,25,Mid,Spotify,5,Yes,No,Rock
-0.24504399,1,25,Mid,Apple Music,2,No,No,Other
0.17320265,1,25,Mid,Spotify,0.5,Yes,No,Rock
0.23462358,1,25,Mid,Spotify,2,No,No,Metal
0.24537148,1,25,Mid,Spotify,1.5,Yes,No,Pop
0.37006482,1,25,Mid,YouTube Music,5,No,No,Metal
0.38029012,1,25,Mid,Spotify,4,Yes,No,Rock
0.40948209,1,25,Mid,Spotify,2,Yes,Yes,Other
0.82017708,1,25,Mid,Spotify,1,Yes,No,Other
1.2132343,1,25,Mid,Do not use,0.5,No,No,Classical
1.3234113,1,25,Mid,Spotify,4,No,No,Other
1.3880929,1,25,Mid,Spotify,7,Yes,Yes,Pop
-1.6306456,0,26,Mid,Spotify,5,Yes,No,Metal
-1.3857044,0,26,Mid,Spotify,6,Yes,No,Other
-1.1134129,0,26,Mid,Spotify,8,No,No,Rock
-1.0007067,0,26,Mid,Spotify,1,No,No,Rock
-0.85548311,0,26,Mid,Spotify,4,Yes,No,Pop
-0.77599674,0,26,Mid,Other,4,Yes,No,Pop
-0.60566336,0,26,Mid,Spotify,14,Yes,No,Other
-0.4397656,1,26,Mid,Spotify,3,Yes,No,Other
-0.43694797,1,26,Mid,Other,0.5,No,No,Rock
-0.17266628,1,26,Mid,Spotify,2,Yes,No,Rock
-0.00106836,1,26,Mid,Spotify,5,Yes,No,Other
0.027093137,1,26,Mid,Spotify,3,Yes,Yes,Other
0.2487766,1,26,Mid,Spotify,5,Yes,No,Rock
0.46238524,1,26,Mid,Spotify,2,Yes,Yes,Other
0.47698122,1,26,Mid,Do not use,1,No,No,Pop
0.57536513,1,26,Mid,Spotify,3,No,No,Metal
0.57612181,1,26,Mid,Spotify,1,Yes,No,Rock
0.65384626,1,26,Mid,Spotify,1,No,No,Other
1.0519413,1,26,Mid,Spotify,2,Yes,No,Other
1.0984672,1,26,Mid,Spotify,1,No,No,Other
1.0984672,1,26,Mid,YouTube Music,6,Yes,No,Rock
1.7199533,1,26,Mid,YouTube Music,1,Yes,Yes,Metal
-1.6137546,0,27,Mid,Spotify,20,Yes,No,Rock
-0.91099501,0,27,Mid,Spotify,3,Yes,No,Rock
-0.89513451,0,27,Mid,Spotify,2,Yes,Yes,Pop
-0.79741287,0,27,Mid,Spotify,10,Yes,Yes,Other
-0.58298266,1,27,Mid,Other,4,Yes,No,Other
-0.4397656,1,27,Mid,Spotify,10,Yes,No,Metal
-0.31425065,1,27,Mid,Spotify,2,No,No,Pop
-0.1994836,1,27,Mid,Spotify,10,Yes,No,Metal
-0.056112085,1,27,Mid,Spotify,1,Yes,No,Pop
-0.01158217,1,27,Mid,Spotify,1.5,Yes,No,Rock
0.10497203,1,27,Mid,Spotify,1,Yes,No,Pop
0.11369869,1,27,Mid,Spotify,8,Yes,No,Metal
0.4377085,1,27,Mid,Spotify,5,Yes,Yes,Other
0.51017576,1,27,Mid,YouTube Music,3,Yes,No,Pop
0.80602407,1,27,Mid,Spotify,1,No,No,Other
1.1912307,1,27,Mid,Spotify,3,Yes,No,Metal
1.3880929,1,27,Mid,YouTube Music,3,Yes,Yes,Metal
1.5877726,1,27,Mid,Spotify,3,Yes,No,Metal
-1.0336924,0,28,Mid,Spotify,6,Yes,No,Rock
-1.0257621,0,28,Mid,YouTube Music,2,Yes,No,Rock
-0.6939016,0,28,Mid,Spotify,3,No,Yes,Metal
-0.57890046,1,28,Mid,Spotify,4,Yes,No,Other
-0.39781922,1,28,Mid,Do not use,4,Yes,No,Rock
-0.046041243,1,28,Mid,Other,1,Yes,No,Other
0.037761401,1,28,Mid,Apple Music,2,Yes,No,Rock
0.11703891,1,28,Mid,YouTube Music,1,No,No,Rock
0.33642733,1,28,Mid,Spotify,0.5,No,No,Other
0.37006482,1,28,Mid,Spotify,8,Yes,No,Rock
0.40340388,1,28,Mid,Spotify,2,No,Yes,Metal
1.0889839,1,28,Mid,Do not use,1,Yes,No,Rock
1.0918015,1,28,Mid,Spotify,1,No,No,Rock
-1.5777425,0,29,Mid,Spotify,2,Yes,No,Pop
-1.1753564,0,29,Mid,Other,2,Yes,No,Other
-1.1704526,0,29,Mid,Spotify,4,No,No,Other
-0.5052582,1,29,Mid,Spotify,4,Yes,No,Classical
-0.39872044,1,29,Mid,Do not use,2,Yes,No,Metal
-0.31143305,1,29,Mid,Apple Music,1.5,Yes,Yes,Rock
-0.19000027,1,29,Mid,Spotify,8,Yes,No,Other
-0.024625089,1,29,Mid,Spotify,2,Yes,No,Other
0.057913005,1,29,Mid,Apple Music,1,No,No,Other
0.06540031,1,29,Mid,YouTube Music,1,Yes,No,Other
0.30767834,1,29,Mid,Other,5,Yes,No,Other
0.43474635,1,29,Mid,Spotify,5,Yes,Yes,Classical
0.79780531,1,29,Mid,YouTube Music,2,Yes,No,Other
-1.9376848,0,30,Mid,Do not use,0,No,No,Metal
-1.818547,0,30,Mid,Spotify,13,,No,Other
-1.0352454,0,30,Mid,YouTube Music,1,Yes,No,Rock
-0.97596502,0,30,Mid,Spotify,1,No,No,Rock
-0.89386994,0,30,Mid,Spotify,8,Yes,Yes,Rock
-0.65714753,0,30,Mid,Apple Music,3,Yes,No,Other
-0.59721053,1,30,Mid,Other,1,No,No,Other
-0.40427604,1,30,Mid,Spotify,5,Yes,No,Metal
0.19283167,1,30,Mid,Spotify,6,Yes,No,Other
0.47134599,1,30,Mid,Spotify,1,Yes,No,Other
0.72008085,1,30,Mid,Spotify,1,No,No,Rock
-1.6267974,0,31,Mid,Spotify,1,Yes,No,Rock
-1.0234671,0,31,Mid,Do not use,4,Yes,No,Classical
-0.87824345,0,31,Mid,Spotify,4,Yes,No,Classical
-0.87387276,0,31,Mid,Spotify,2,No,No,Rock
-0.78266245,0,31,Mid,Spotify,2,Yes,No,Metal
-0.70723307,0,31,Mid,YouTube Music,6,Yes,No,Other
-0.67174351,0,31,Mid,Spotify,2,Yes,No,Metal
-0.58298266,1,31,Mid,Spotify,2,No,No,Metal
-0.30402535,1,31,Mid,Spotify,8,Yes,No,Classical
-0.1246417,1,31,Mid,Spotify,2,Yes,No,Rock
0.19869107,1,31,Mid,Spotify,1,No,No,Rock
0.39532909,1,31,Mid,YouTube Music,9,Yes,No,Pop
0.87626117,1,31,Mid,YouTube Music,1,No,Yes,Other
-1.1131787,0,32,Mid,Spotify,7,Yes,No,Pop
-0.98863983,0,32,Mid,Spotify,5,Yes,No,Rock
-0.70056731,0,32,Mid,Other,2,Yes,No,Classical
-0.69419014,0,32,Mid,Spotify,8,Yes,No,Rock
-0.66091597,0,32,Mid,Spotify,6,Yes,No,Rock
-0.51830113,1,32,Mid,Spotify,3,Yes,Yes,Rock
-0.44540083,1,32,Mid,Spotify,1,Yes,No,Metal
-0.42783278,1,32,Mid,Spotify,12,Yes,Yes,Other
0.010122499,1,32,Mid,Do not use,1,No,No,Rock
0.40392646,1,32,Mid,Spotify,2,No,No,Rock
0.42890221,1,32,Mid,Spotify,2,Yes,No,Metal
0.51358086,1,32,Mid,Other,1,No,No,Other
0.69065481,1,32,Mid,Do not use,3,Yes,No,Rock
0.81439728,1,32,Mid,YouTube Music,2,Yes,No,Other
0.81513929,1,32,Mid,Apple Music,0.5,No,No,Classical
0.98309797,1,32,Mid,Spotify,3,Yes,No,Other
-0.84496933,0,33,Mid,YouTube Music,0.5,Yes,No,Rock
-0.75613368,0,33,Mid,Spotify,7,Yes,No,Rock
-0.49140421,1,33,Mid,Apple Music,4,Yes,Yes,Other
-0.13087437,1,33,Mid,Other,1,No,No,Rock
0.29145446,1,33,Mid,Spotify,2,Yes,No,Metal
0.36724719,1,33,Mid,Spotify,2,Yes,No,Metal
0.43704137,1,33,Mid,Do not use,1,No,No,Metal
1.1152786,1,33,Mid,Do not use,4,Yes,No,Rock
-1.1372036,0,34,Mid,Do not use,2,No,No,Other
-1.1251912,0,34,Mid,YouTube Music,1,No,No,Rock
-0.91810369,0,34,Mid,YouTube Music,2,No,No,Metal
-0.003885981,1,34,Mid,Spotify,0,No,No,Rock
0.13956515,1,34,Mid,Other,4,Yes,No,Metal
0.53610712,1,34,Mid,Spotify,2,No,No,Metal
1.5877726,1,34,Mid,Spotify,1,Yes,Yes,Rock
1.7199533,1,34,Mid,Spotify,3,Yes,No,Classical
-0.8789854,0,35,Oldest,Spotify,4,Yes,Yes,Other
-0.80792671,0,35,Oldest,Spotify,4,Yes,Yes,Other
-0.17398527,1,35,Oldest,Spotify,3,No,No,Other
-0.006768514,1,35,Oldest,Other,0.5,No,No,Pop
0.81669235,1,35,Oldest,Spotify,6,Yes,No,Rock
1.2160519,1,35,Oldest,Spotify,1,Yes,No,Pop
1.4078015,1,35,Oldest,Spotify,4,No,No,Other
-0.55223763,1,36,Oldest,Spotify,1,No,Yes,Classical
-0.34470719,1,36,Oldest,Do not use,8,Yes,Yes,Other
-0.19384836,1,36,Oldest,Other,1,Yes,No,Other
-0.18496725,1,36,Oldest,Spotify,6,Yes,No,Metal
0.33020458,1,36,Oldest,Do not use,2,Yes,Yes,Rock
0.439859,1,36,Oldest,YouTube Music,1,Yes,No,Rock
1.5202734,1,36,Oldest,YouTube Music,3,Yes,No,Other
-1.5950764,0,37,Oldest,Spotify,1,Yes,No,Rock
-1.2563413,0,37,Oldest,Spotify,2,Yes,No,Rock
-0.58409274,1,37,Oldest,Spotify,4,Yes,No,Rock
0.13948554,1,37,Oldest,Spotify,2,Yes,No,Other
0.42347586,1,37,Oldest,YouTube Music,0.25,No,No,Other
-0.94403511,0,38,Oldest,Spotify,6,Yes,No,Pop
-0.74991089,0,38,Oldest,Spotify,3,Yes,No,Rock
-0.12687181,1,38,Oldest,Spotify,0.5,No,No,Rock
-0.03537298,1,38,Oldest,Apple Music,1,Yes,No,Other
0.72630358,1,38,Oldest,Spotify,3,Yes,No,Metal
1.078236,1,38,Oldest,Spotify,1,No,No,Metal
0.34991321,1,39,Oldest,Spotify,1,Yes,No,Other
-0.77036148,0,40,Oldest,Spotify,6,Yes,No,Rock
0.45401201,1,40,Oldest,Apple Music,2,Yes,No,Metal
0.7238493,1,40,Oldest,Other,3,Yes,No,Metal
1.0000687,1,40,Oldest,Other,3,Yes,No,Rock
1.2638425,1,40,Oldest,Spotify,5,Yes,No,Rock
-0.92915058,0,41,Oldest,Apple Music,3,Yes,No,Metal
-0.78110939,0,41,Oldest,Spotify,3,Yes,No,Pop
0.094512649,1,41,Oldest,Spotify,3,No,No,Metal
0.15276253,1,41,Oldest,YouTube Music,4,Yes,No,Pop
-1.0671754,0,42,Oldest,YouTube Music,2.5,Yes,No,Rock
-0.78540045,0,42,Oldest,Other,0.25,No,No,Classical
-0.62128985,0,42,Oldest,Spotify,2,Yes,No,Metal
-0.31817839,1,42,Oldest,YouTube Music,2,No,No,Metal
-0.14466403,1,42,Oldest,Do not use,0,,No,Rock
0.54907042,1,42,Oldest,Spotify,2,Yes,No,Rock
-0.10953783,1,43,Oldest,Do not use,6,Yes,Yes,Other
0.81950998,1,43,Oldest,Other,1,No,No,Other
0.98599523,1,43,Oldest,Spotify,1,Yes,No,Pop
1.2278303,1,43,Oldest,Do not use,0,No,No,Rock
-1.1410518,0,44,Oldest,Other,3,Yes,No,Other
-0.74561983,0,44,Oldest,YouTube Music,1.5,No,No,Other
-0.18718265,1,44,Oldest,Spotify,2,No,No,Rock
1.6524541,1,46,Oldest,Do not use,1,No,No,Rock
-0.739905,0,48,Oldest,Spotify,1.5,Yes,No,Metal
0.98599523,1,48,Oldest,Do not use,5,Yes,Yes,Rock
-0.37560669,1,49,Oldest,Do not use,8,Yes,Yes,Classical
-0.37226647,1,49,Oldest,Other,1,Yes,No,Other
-0.0381906,1,49,Oldest,Spotify,1,No,No,Pop
0.84433126,1,49,Oldest,YouTube Music,0.5,No,No,Classical
1.584955,1,49,Oldest,Spotify,2,Yes,No,Other
1.2474593,1,50,Oldest,Do not use,1,No,No,Rock
1.2953295,1,51,Oldest,Do not use,5,Yes,No,Rock
1.0360807,1,53,Oldest,Do not use,1.5,No,No,Pop
1.5877726,1,53,Oldest,Other,4,Yes,No,Other
1.7199533,1,53,Oldest,Spotify,7,Yes,Yes,Pop
0.90901273,1,54,Oldest,Do not use,6,Yes,No,Classical
1.0889839,1,54,Oldest,YouTube Music,10,Yes,No,Rock
1.2530946,1,55,Oldest,YouTube Music,15,Yes,Yes,Rock
-0.42961994,1,56,Oldest,Do not use,1,Yes,No,Pop
0.18491186,1,56,Oldest,Other,6,Yes,No,Other
0.40948209,1,56,Oldest,Apple Music,8,Yes,No,Pop
0.44194514,1,56,Oldest,Do not use,2,Yes,No,Rock
1.4221089,1,56,Oldest,Other,2,No,No,Other
-0.19801016,1,57,Oldest,Spotify,2,Yes,No,Other
0.75815392,1,57,Oldest,YouTube Music,2,Yes,Yes,Rock
1.4555919,1,57,Oldest,Other,2,No,Yes,Other
-0.083163485,1,58,Oldest,Other,3,Yes,No,Other
0.12215155,1,58,Oldest,YouTube Music,1,Yes,No,Rock
1.5253861,1,58,Oldest,YouTube Music,1,Yes,Yes,Classical
1.2728032,1,59,Oldest,YouTube Music,2,Yes,No,Pop
1.5282037,1,59,Oldest,Other,1,No,Yes,Rock
-0.36588925,1,60,Oldest,Other,2,Yes,No,Rock
0.16193217,1,60,Oldest,YouTube Music,1,No,Yes,Other
0.60634428,1,60,Oldest,YouTube Music,2,Yes,No,Rock
0.76097155,1,60,Oldest,Spotify,1,No,No,Rock
1.188413,1,60,Oldest,Other,2,Yes,No,Other
1.7199533,1,60,Oldest,Spotify,2,Yes,No,Rock
-0.63818085,0,61,Oldest,YouTube Music,2.5,Yes,Yes,Other
1.0956496,1,61,Oldest,Other,2,Yes,No,Rock
0.085029311,1,63,Oldest,Spotify,2,Yes,No,Rock
0.37517747,1,63,Oldest,Other,1.5,Yes,No,Rock
1.0889839,1,63,Oldest,YouTube Music,8,Yes,No,Rock
-0.6067735,0,64,Oldest,Other,5,Yes,Yes,Rock
0.5467754,1,64,Oldest,Do not use,4,Yes,No,Rock
0.56410939,1,64,Oldest,YouTube Music,2,Yes,No,Classical
0.64191341,1,65,Oldest,Apple Music,6,Yes,No,Other
-0.59091294,1,67,Oldest,Other,4,Yes,No,Rock
0.43756396,1,67,Oldest,Apple Music,2,No,No,Rock
0.84433126,1,67,Oldest,Do not use,1,No,No,Rock
-1.401565,0,68,Oldest,Other,1,Yes,No,Other
1.3403023,1,69,Oldest,Other,4,Yes,Yes,Classical
-0.36441582,1,70,Oldest,Do not use,2,Yes,No,Other
1.5877726,1,71,Oldest,Do not use,0.25,Yes,Yes,Other
1.4883435,1,72,Oldest,Spotify,6,Yes,Yes,Rock
0.54959303,1,73,Oldest,Other,3,Yes,No,Other
0.89878744,1,74,Oldest,Do not use,1,No,No,Pop
-0.26935738,1,80,Oldest,Do not use,3,Yes,No,Classical
1.7199533,1,89,Oldest,Spotify,24,Yes,Yes,Other
-0.35906908,1,,Oldest,Spotify,3,Yes,No,Other
