"mag_z","env","interaction","rt_z","dataset_number"
-0.836360924877264,1,-0.836360924877264,0.5591675799057,1
-0.59017058083647,1,-0.59017058083647,1.07618083291893,1
1.37935217148989,1,1.37935217148989,-1.4256126461087,1
1.37935217148989,1,1.37935217148989,0.746617053747962,1
1.37935217148989,1,1.37935217148989,-0.726723803255701,1
1.37935217148989,1,1.37935217148989,0.48067926629623,1
1.37935217148989,1,1.37935217148989,1.27497493880253,1
-0.836360924877264,1,-0.836360924877264,0.92460011788098,1
-0.836360924877264,1,-0.836360924877264,0.127153573611709,1
-0.836360924877264,1,-0.836360924877264,-0.689246247723944,1
-0.59017058083647,1,-0.59017058083647,0.301032819699281,1
1.37935217148989,1,1.37935217148989,0.851430529399508,1
-0.59017058083647,1,-0.59017058083647,-0.468542621174618,1
-0.59017058083647,1,-0.59017058083647,0.909051982452967,1
-0.59017058083647,1,-0.59017058083647,0.691385824075643,1
1.37935217148989,1,1.37935217148989,-0.567862696177999,1
1.37935217148989,1,1.37935217148989,0.0969246293856518,1
-0.59017058083647,1,-0.59017058083647,-1.34710433933722,1
1.37935217148989,1,1.37935217148989,-0.655260624982847,1
-0.59017058083647,1,-0.59017058083647,0.992127393722034,1
-0.836360924877264,1,-0.836360924877264,-1.86600721732981,1
-0.59017058083647,1,-0.59017058083647,0.200809227161425,1
1.37935217148989,1,1.37935217148989,-0.206947081697286,1
-0.836360924877264,1,-0.836360924877264,1.14562435134246,1
1.37935217148989,1,1.37935217148989,-0.00316116405437986,1
-0.59017058083647,1,-0.59017058083647,-0.571586663078055,1
-0.836360924877264,1,-0.836360924877264,1.91251526093734,1
1.37935217148989,1,1.37935217148989,-1.62885980420315,1
-0.59017058083647,1,-0.59017058083647,0.307560276024815,1
1.37935217148989,1,1.37935217148989,-0.201972526752245,1
1.37935217148989,1,1.37935217148989,-1.26505731038984,1
-0.59017058083647,1,-0.59017058083647,1.6387062176725,1
1.37935217148989,1,1.37935217148989,0.492097010528196,1
-0.836360924877264,1,-0.836360924877264,0.212387560644123,1
-0.836360924877264,1,-0.836360924877264,0.45240802573798,1
1.37935217148989,1,1.37935217148989,-0.562840658110094,1
-0.59017058083647,1,-0.59017058083647,0.392819188519666,1
1.37935217148989,1,1.37935217148989,0.194103330469336,1
1.37935217148989,1,1.37935217148989,0.564032144826758,1
-0.59017058083647,1,-0.59017058083647,1.24006088790583,1
1.37935217148989,1,1.37935217148989,-0.0298788565631689,1
1.37935217148989,1,1.37935217148989,0.227752694560906,1
-0.836360924877264,1,-0.836360924877264,-0.985472237841438,1
-0.59017058083647,1,-0.59017058083647,-0.518399164444397,1
1.37935217148989,1,1.37935217148989,-0.79002163493636,1
