"mag_z","env","interaction","rt_z","dataset_number"
-0.524526967115907,1,-0.524526967115907,1.55172238481656,6
1.49637053178826,1,1.49637053178826,-2.09677047073093,6
-0.777139154478927,1,-0.777139154478927,-1.43851107246533,6
-0.777139154478927,1,-0.777139154478927,0.411580982204743,6
-0.777139154478927,1,-0.777139154478927,0.415933080563793,6
1.49637053178826,1,1.49637053178826,-1.38861358278662,6
1.49637053178826,1,1.49637053178826,-0.877209823255848,6
-0.524526967115907,1,-0.524526967115907,2.24479000378613,6
-0.524526967115907,1,-0.524526967115907,0.231502931152455,6
-0.524526967115907,1,-0.524526967115907,4.24767959243126,6
1.49637053178826,1,1.49637053178826,-1.3713570574443,6
1.49637053178826,1,1.49637053178826,-0.810542447051032,6
1.49637053178826,1,1.49637053178826,3.01284360930386,6
1.49637053178826,1,1.49637053178826,-0.0673405317246158,6
-0.524526967115907,1,-0.524526967115907,-2.70686746392507,6
-0.777139154478927,1,-0.777139154478927,-0.796384468968482,6
1.49637053178826,1,1.49637053178826,0.827307744563484,6
1.49637053178826,1,1.49637053178826,-0.0411183963184558,6
-0.524526967115907,1,-0.524526967115907,2.46159544393424,6
-0.777139154478927,1,-0.777139154478927,0.307740145774546,6
-0.777139154478927,1,-0.777139154478927,-0.395598746306179,6
1.49637053178826,1,1.49637053178826,1.61171689131994,6
1.49637053178826,1,1.49637053178826,0.0237852303370449,6
-0.524526967115907,1,-0.524526967115907,0.345076174791188,6
-0.524526967115907,1,-0.524526967115907,0.250065387805675,6
-0.524526967115907,1,-0.524526967115907,-0.474967237607303,6
-0.524526967115907,1,-0.524526967115907,1.17275350182187,6
-0.524526967115907,1,-0.524526967115907,-1.33013414683278,6
-0.524526967115907,1,-0.524526967115907,0.732557469489548,6
1.49637053178826,1,1.49637053178826,0.334444510112713,6
1.49637053178826,1,1.49637053178826,-1.26741678868163,6
-0.524526967115907,1,-0.524526967115907,-0.685740257615349,6
1.49637053178826,1,1.49637053178826,-0.436018440363185,6
1.49637053178826,1,1.49637053178826,-1.49315727590465,6
-0.524526967115907,1,-0.524526967115907,0.612101437127732,6
-0.524526967115907,1,-0.524526967115907,0.571683156035594,6
-0.777139154478927,1,-0.777139154478927,-0.816847503891452,6
-0.777139154478927,1,-0.777139154478927,-1.11344464613675,6
1.49637053178826,1,1.49637053178826,-0.259777647603707,6
-0.524526967115907,1,-0.524526967115907,0.94418685437905,6
1.49637053178826,1,1.49637053178826,-0.5825380213628,6
1.49637053178826,1,1.49637053178826,-0.37941071050839,6
1.49637053178826,1,1.49637053178826,0.0506992222930265,6
1.49637053178826,1,1.49637053178826,0.350315931928205,6
1.49637053178826,1,1.49637053178826,0.120405569050552,6
-0.524526967115907,1,-0.524526967115907,1.28139745243032,6
-0.524526967115907,1,-0.524526967115907,0.462966661318563,6
-0.524526967115907,1,-0.524526967115907,2.35964691096337,6
-0.777139154478927,-1,0.777139154478927,-0.0896862035235341,6
-0.524526967115907,-1,0.524526967115907,0.981067685395592,6
-0.777139154478927,-1,0.777139154478927,0.279483096464158,6
1.49637053178826,-1,-1.49637053178826,-0.0512446167182297,6
-0.777139154478927,-1,0.777139154478927,0.226046658931916,6
-0.777139154478927,-1,0.777139154478927,1.7559489329937,6
-0.777139154478927,-1,0.777139154478927,0.0414200224419491,6
1.49637053178826,-1,-1.49637053178826,-2.30620645385488,6
-0.777139154478927,-1,0.777139154478927,0.585801763437715,6
-0.777139154478927,-1,0.777139154478927,0.581985387389967,6
-0.524526967115907,-1,0.524526967115907,-0.593364130671808,6
-0.777139154478927,-1,0.777139154478927,-0.113582395560123,6
-0.777139154478927,-1,0.777139154478927,2.28785686520165,6
-0.524526967115907,-1,0.524526967115907,-0.811097108085503,6
-0.777139154478927,-1,0.777139154478927,0.251783194560017,6
-0.524526967115907,-1,0.524526967115907,1.71765475721172,6
-0.777139154478927,-1,0.777139154478927,0.115553637636853,6
-0.777139154478927,-1,0.777139154478927,-0.499694047937764,6
-0.777139154478927,-1,0.777139154478927,-0.401170835536711,6
-0.524526967115907,-1,0.524526967115907,1.9747305488365,6
-0.777139154478927,-1,0.777139154478927,-0.729071421743923,6
-0.524526967115907,-1,0.524526967115907,-0.153052831052838,6
-0.777139154478927,-1,0.777139154478927,0.252618953991167,6
-0.777139154478927,-1,0.777139154478927,-0.358521521890718,6
-0.524526967115907,-1,0.524526967115907,0.103404502272848,6
-0.524526967115907,-1,0.524526967115907,1.56628206487043,6
1.49637053178826,-1,-1.49637053178826,-0.0711551889792312,6
1.49637053178826,-1,-1.49637053178826,-0.291489768206247,6
-0.777139154478927,-1,0.777139154478927,0.0376743721264271,6
-0.524526967115907,-1,0.524526967115907,-0.725840285309246,6
-0.777139154478927,-1,0.777139154478927,0.184244398900223,6
-0.524526967115907,-1,0.524526967115907,0.697460508364543,6
-0.777139154478927,-1,0.777139154478927,0.626397465782331,6
1.49637053178826,-1,-1.49637053178826,1.08202613472055,6
-0.777139154478927,-1,0.777139154478927,-0.261129161010251,6
1.49637053178826,-1,-1.49637053178826,-0.233728263896996,6
-0.777139154478927,-1,0.777139154478927,-1.41047546295479,6
1.49637053178826,-1,-1.49637053178826,0.682596290295062,6
-0.524526967115907,-1,0.524526967115907,-0.557382962771376,6
1.49637053178826,-1,-1.49637053178826,1.06897659812799,6
-0.524526967115907,-1,0.524526967115907,1.29203655009395,6
-0.524526967115907,-1,0.524526967115907,-1.0302934915634,6
1.49637053178826,-1,-1.49637053178826,1.77622685149481,6
-0.524526967115907,-1,0.524526967115907,-0.770732624958398,6
-0.777139154478927,-1,0.777139154478927,2.35216854724522,6
-0.777139154478927,-1,0.777139154478927,-1.12103408763746,6
-0.524526967115907,-1,0.524526967115907,-0.446570019805289,6
-0.777139154478927,-1,0.777139154478927,1.53926268548165,6
-0.777139154478927,-1,0.777139154478927,-0.343910435936049,6
1.49637053178826,-1,-1.49637053178826,-2.20902000437233,6
-0.777139154478927,-1,0.777139154478927,-1.22801440602024,6
1.49637053178826,1,1.49637053178826,0.868907259989239,6
-0.524526967115907,1,-0.524526967115907,0.429365106989409,6
-0.777139154478927,1,-0.777139154478927,-1.15040064740087,6
-0.777139154478927,1,-0.777139154478927,-0.538565417510888,6
-0.524526967115907,1,-0.524526967115907,1.88095203029893,6
-0.524526967115907,1,-0.524526967115907,-1.33423569380509,6
1.49637053178826,1,1.49637053178826,0.516543116423739,6
