"mag_z","env","interaction","rt_z","dataset_number"
1.50722390425968,1,1.50722390425968,0.180477071331551,7
-0.525313190386848,1,-0.525313190386848,0.721682969130481,7
1.50722390425968,1,1.50722390425968,-0.639056115796298,7
1.50722390425968,1,1.50722390425968,-1.03531100117296,7
1.50722390425968,1,1.50722390425968,0.986078794781033,7
-0.525313190386848,1,-0.525313190386848,0.998730407951754,7
-0.779380327217665,1,-0.779380327217665,1.51214727710096,7
1.50722390425968,1,1.50722390425968,-0.210219588668498,7
1.50722390425968,1,1.50722390425968,-0.352376113470554,7
1.50722390425968,1,1.50722390425968,-3.3698311360058,7
1.50722390425968,1,1.50722390425968,0.614379241041636,7
-0.525313190386848,1,-0.525313190386848,-0.251152480355947,7
1.50722390425968,1,1.50722390425968,0.698949758379167,7
1.50722390425968,1,1.50722390425968,0.209570206705632,7
1.50722390425968,1,1.50722390425968,-0.625113565149393,7
1.50722390425968,1,1.50722390425968,0.475579887811967,7
-0.525313190386848,1,-0.525313190386848,-0.289986148482343,7
1.50722390425968,1,1.50722390425968,-0.224083142823998,7
-0.779380327217665,1,-0.779380327217665,1.96746881044707,7
-0.525313190386848,1,-0.525313190386848,-1.29463636981582,7
1.50722390425968,1,1.50722390425968,0.411527934380075,7
-0.525313190386848,1,-0.525313190386848,-0.221903646494222,7
-0.779380327217665,1,-0.779380327217665,2.62472881792038,7
1.50722390425968,1,1.50722390425968,0.107553913583868,7
-0.779380327217665,1,-0.779380327217665,2.20095800142947,7
1.50722390425968,1,1.50722390425968,-0.531958016965292,7
-0.525313190386848,1,-0.525313190386848,0.628340169438464,7
1.50722390425968,1,1.50722390425968,-1.28183851852909,7
1.50722390425968,1,1.50722390425968,0.00878396121485681,7
-0.525313190386848,1,-0.525313190386848,1.10036500991345,7
-0.525313190386848,1,-0.525313190386848,-0.580009274237673,7
1.50722390425968,1,1.50722390425968,-1.07270738643885,7
1.50722390425968,1,1.50722390425968,-0.219524852107282,7
1.50722390425968,1,1.50722390425968,-0.540155801395582,7
-0.525313190386848,1,-0.525313190386848,2.44811014059962,7
-0.779380327217665,1,-0.779380327217665,-0.20321870827422,7
-0.525313190386848,1,-0.525313190386848,-0.701570024733193,7
-0.779380327217665,1,-0.779380327217665,2.42197540920681,7
-0.525313190386848,1,-0.525313190386848,-1.16062054017182,7
-0.779380327217665,1,-0.779380327217665,1.30728935779044,7
-0.525313190386848,1,-0.525313190386848,0.634054835456,7
1.50722390425968,1,1.50722390425968,0.60971834022528,7
-0.525313190386848,1,-0.525313190386848,0.0822424713634131,7
1.50722390425968,1,1.50722390425968,0.315351276785163,7
1.50722390425968,1,1.50722390425968,0.295438633482568,7
-0.779380327217665,-1,0.779380327217665,0.379227834165615,7
-0.779380327217665,-1,0.779380327217665,-0.0694543196972832,7
1.50722390425968,-1,-1.50722390425968,0.872160952178721,7
-0.525313190386848,-1,0.525313190386848,-0.267303051934715,7
-0.779380327217665,-1,0.779380327217665,0.415186480455036,7
-0.779380327217665,-1,0.779380327217665,1.76801743096392,7
-0.525313190386848,-1,0.525313190386848,0.505209326892384,7
